Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	1668 ms		Content: Europe eve 792437 56
     [java] Duration:	2 ms		Content: Europe gary 49718 48
     [java] Duration:	2 ms		Content: Europe gary 124971 53
     [java] Duration:	2 ms		Content: Europe alice 263400 43
     [java] Duration:	2 ms		Content: Europe gary 681731 34
     [java] Duration:	2 ms		Content: Europe eve 614171 49
     [java] Duration:	2 ms		Content: Europe carol 755295 33
     [java] Duration:	2 ms		Content: Europe alice 382335 56
     [java] Duration:	2 ms		Content: Europe alice 567834 42
     [java] Duration:	2 ms		Content: Europe gary 238110 36
     [java] Duration:	2 ms		Content: Europe carol 360328 46
     [java] Duration:	2 ms		Content: Europe carol 743323 56
     [java] Duration:	2 ms		Content: Europe eve 745753 41
     [java] Duration:	2 ms		Content: Europe alice 721890 44
     [java] Duration:	3 ms		Content: Europe eve 851871 55
     [java] Duration:	2 ms		Content: Europe alice 47937 44
     [java] Duration:	17 ms		Content: Europe carol 41589 58
     [java] Duration:	2 ms		Content: Europe carol 134269 38
     [java] Duration:	2 ms		Content: Europe eve 141575 56
     [java] Duration:	2 ms		Content: Europe alice 925723 45
     [java] Duration:	2 ms		Content: Europe eve 674755 30
     [java] Duration:	3 ms		Content: Europe alice 337176 37
     [java] Duration:	2 ms		Content: Europe alice 1013001 52
     [java] Duration:	2 ms		Content: Europe gary 254445 32
     [java] Duration:	2 ms		Content: Europe eve 367367 57
     [java] Duration:	2 ms		Content: Europe gary 96744 42
     [java] Duration:	2 ms		Content: Europe gary 575957 50
     [java] Duration:	2 ms		Content: Europe eve 215333 35
     [java] Duration:	2 ms		Content: Europe eve 987256 53
     [java] Duration:	8 ms		Content: Europe eve 16747 39
     [java] Duration:	2 ms		Content: Europe gary 121840 39
     [java] Duration:	2 ms		Content: Europe alice 756552 49
     [java] Duration:	2 ms		Content: Europe eve 742725 37
     [java] Duration:	2 ms		Content: Europe gary 476133 47
     [java] Duration:	1 ms		Content: Europe gary 383096 37
     [java] Duration:	2 ms		Content: Europe eve 719919 42
     [java] Duration:	1 ms		Content: Europe eve 864229 56
     [java] Duration:	2 ms		Content: Europe gary 420622 58
     [java] Duration:	2 ms		Content: Europe alice 418490 30
     [java] Duration:	2 ms		Content: Europe alice 882344 32
     [java] Duration:	2 ms		Content: Europe alice 676360 37
     [java] Duration:	2 ms		Content: Europe eve 440686 40
     [java] Duration:	2 ms		Content: Europe alice 46768 48
     [java] Duration:	2 ms		Content: Europe alice 32174 35
     [java] Duration:	2 ms		Content: Europe gary 490369 33
     [java] Duration:	2 ms		Content: Europe eve 872309 40
     [java] Duration:	2 ms		Content: Europe gary 792206 43
     [java] Duration:	2 ms		Content: Europe carol 477846 37
     [java] Duration:	2 ms		Content: Europe eve 15540 58
     [java] Duration:	2 ms		Content: Europe eve 122172 33
     [java] Duration:	2 ms		Content: Europe gary 729118 59
     [java] Duration:	2 ms		Content: Europe gary 232621 55
     [java] Duration:	2 ms		Content: Europe gary 99780 46
     [java] Duration:	2 ms		Content: Europe gary 299026 48
     [java] Duration:	4 ms		Content: Europe alice 299695 48
     [java] Duration:	2 ms		Content: Europe eve 28523 54
     [java] Duration:	2 ms		Content: Europe gary 514672 53
     [java] Duration:	2 ms		Content: Europe carol 423242 47
     [java] Duration:	2 ms		Content: Europe gary 623758 48
     [java] Duration:	2 ms		Content: Europe gary 832005 56
     [java] Duration:	3 ms		Content: Europe alice 256210 56
     [java] Duration:	2 ms		Content: Europe gary 1013104 31
     [java] Duration:	2 ms		Content: Europe carol 842348 55
     [java] Duration:	2 ms		Content: Europe alice 334147 41
     [java] Duration:	2 ms		Content: Europe eve 628547 57
     [java] Duration:	2 ms		Content: Europe eve 931558 30
     [java] Duration:	2 ms		Content: Europe carol 497866 37
     [java] Duration:	2 ms		Content: Europe eve 257959 33
     [java] Duration:	2 ms		Content: Europe eve 1005452 46
     [java] Duration:	2 ms		Content: Europe carol 322066 35
     [java] Duration:	2 ms		Content: Europe gary 45705 30
     [java] Duration:	2 ms		Content: Europe eve 328617 53
     [java] Duration:	2 ms		Content: Europe eve 286473 46
     [java] Duration:	2 ms		Content: Europe gary 491187 56
     [java] Duration:	2 ms		Content: Europe alice 416972 50
     [java] Duration:	2 ms		Content: Europe gary 705603 56
     [java] Duration:	2 ms		Content: Europe carol 311511 50
     [java] Duration:	2 ms		Content: Europe carol 921204 47
     [java] Duration:	2 ms		Content: Europe carol 492283 41
     [java] Duration:	2 ms		Content: Europe carol 173410 35
     [java] Duration:	2 ms		Content: Europe alice 558091 58
     [java] Duration:	2 ms		Content: Europe alice 796670 47
     [java] Duration:	2 ms		Content: Europe eve 674363 53
     [java] Duration:	2 ms		Content: Europe gary 621509 55
     [java] Duration:	2 ms		Content: Europe eve 434434 50
     [java] Duration:	2 ms		Content: Europe gary 170888 38
     [java] Duration:	2 ms		Content: Europe eve 589272 31
     [java] Duration:	2 ms		Content: Europe eve 1009318 59
     [java] Duration:	2 ms		Content: Europe alice 264490 40
     [java] Duration:	2 ms		Content: Europe gary 899777 58
     [java] Duration:	2 ms		Content: Europe gary 610828 52
     [java] Duration:	2 ms		Content: Europe eve 280818 52
     [java] Duration:	2 ms		Content: Europe gary 586031 46
     [java] Duration:	2 ms		Content: Europe carol 175384 57
     [java] Duration:	2 ms		Content: Europe eve 949342 55
     [java] Duration:	2 ms		Content: Europe alice 960574 46
     [java] Duration:	2 ms		Content: Europe gary 47477 55
     [java] Duration:	2 ms		Content: Europe alice 84923 40
     [java] Duration:	2 ms		Content: Europe carol 50208 56
     [java] Duration:	2 ms		Content: Europe alice 436367 44
     [java] Duration:	2 ms		Content: Europe gary 653453 55
     [java] Duration:	2 ms		Content: Europe eve 487787 33
     [java] Duration:	2 ms		Content: Europe carol 276204 48
     [java] Duration:	2 ms		Content: Europe carol 273875 40
     [java] Duration:	2 ms		Content: Europe carol 68364 36
     [java] Duration:	2 ms		Content: Europe gary 658932 47
     [java] Duration:	2 ms		Content: Europe eve 208853 40
     [java] Duration:	2 ms		Content: Europe eve 201337 58
     [java] Duration:	2 ms		Content: Europe carol 431960 58
     [java] Duration:	2 ms		Content: Europe alice 499585 49
     [java] Duration:	2 ms		Content: Europe alice 209109 49
     [java] Duration:	2 ms		Content: Europe alice 704983 42
     [java] Duration:	2 ms		Content: Europe alice 57137 36
     [java] Duration:	2 ms		Content: Europe eve 506132 36
     [java] Duration:	3 ms		Content: Europe eve 376913 46
     [java] Duration:	2 ms		Content: Europe carol 655609 46
     [java] Duration:	2 ms		Content: Europe alice 554871 45
     [java] Duration:	2 ms		Content: Europe gary 620898 51
     [java] Duration:	2 ms		Content: Europe gary 648419 51
     [java] Duration:	2 ms		Content: Europe gary 372074 37
     [java] Duration:	2 ms		Content: Europe eve 181603 55
     [java] Duration:	2 ms		Content: Europe carol 363505 44
     [java] Duration:	2 ms		Content: Europe eve 756596 35
     [java] Duration:	2 ms		Content: Europe carol 383691 37
     [java] Duration:	2 ms		Content: Europe eve 778896 31
     [java] Duration:	2 ms		Content: Europe gary 164791 35
     [java] Duration:	2 ms		Content: Europe eve 947057 39
     [java] Duration:	3 ms		Content: Europe eve 189078 45
     [java] Duration:	2 ms		Content: Europe eve 97133 32
     [java] Duration:	2 ms		Content: Europe gary 1037984 51
     [java] Duration:	2 ms		Content: Europe gary 245332 59
     [java] Duration:	5 ms		Content: Europe eve 610348 37
     [java] Duration:	2 ms		Content: Europe alice 905596 42
     [java] Duration:	2 ms		Content: Europe eve 327739 33
     [java] Duration:	2 ms		Content: Europe alice 83706 45
     [java] Duration:	2 ms		Content: Europe eve 293702 46
     [java] Duration:	2 ms		Content: Europe alice 522296 54
     [java] Duration:	1 ms		Content: Europe alice 39817 40
     [java] Duration:	2 ms		Content: Europe carol 362008 48
     [java] Duration:	2 ms		Content: Europe carol 212812 49
     [java] Duration:	2 ms		Content: Europe alice 597246 42
     [java] Duration:	2 ms		Content: Europe gary 302136 52
     [java] Duration:	2 ms		Content: Europe carol 710653 43
     [java] Duration:	2 ms		Content: Europe eve 422737 57
     [java] Duration:	2 ms		Content: Europe carol 549712 46
     [java] Duration:	2 ms		Content: Europe gary 1047226 36
     [java] Duration:	2 ms		Content: Europe alice 657434 55
     [java] Duration:	2 ms		Content: Europe eve 407698 59
     [java] Duration:	2 ms		Content: Europe carol 232332 48
     [java] Duration:	2 ms		Content: Europe gary 960664 46
     [java] Duration:	2 ms		Content: Europe gary 683288 59
     [java] Duration:	2 ms		Content: Europe eve 83971 31
     [java] Duration:	2 ms		Content: Europe alice 782072 33
     [java] Duration:	2 ms		Content: Europe carol 179963 44
     [java] Duration:	2 ms		Content: Europe gary 634929 42
     [java] Duration:	2 ms		Content: Europe gary 147200 55
     [java] Duration:	3 ms		Content: Europe alice 576541 56
     [java] Duration:	2 ms		Content: Europe eve 955593 43
     [java] Duration:	2 ms		Content: Europe eve 944178 47
     [java] Duration:	2 ms		Content: Europe eve 224127 31
     [java] Duration:	2 ms		Content: Europe gary 171688 40
     [java] Duration:	2 ms		Content: Europe gary 34789 56
     [java] Duration:	2 ms		Content: Europe gary 430076 39
     [java] Duration:	2 ms		Content: Europe alice 353572 33
     [java] Duration:	2 ms		Content: Europe gary 147922 44
     [java] Duration:	2 ms		Content: Europe gary 870888 53
     [java] Duration:	2 ms		Content: Europe carol 583073 45
     [java] Duration:	2 ms		Content: Europe eve 147028 57
     [java] Duration:	2 ms		Content: Europe eve 169940 44
     [java] Duration:	2 ms		Content: Europe eve 766071 30
     [java] Duration:	2 ms		Content: Europe carol 97811 41
     [java] Duration:	18 ms		Content: Europe carol 223987 46
     [java] Duration:	2 ms		Content: Europe gary 972891 35
     [java] Duration:	3 ms		Content: Europe alice 616333 54
     [java] Duration:	2 ms		Content: Europe gary 337442 53
     [java] Duration:	3 ms		Content: Europe alice 492981 59
     [java] Duration:	2 ms		Content: Europe gary 700137 46
     [java] Duration:	2 ms		Content: Europe gary 472431 47
     [java] Duration:	2 ms		Content: Europe carol 727037 44
     [java] Duration:	3 ms		Content: Europe alice 361710 56
     [java] Duration:	2 ms		Content: Europe alice 388348 57
     [java] Duration:	3 ms		Content: Europe carol 1001366 43
     [java] Duration:	2 ms		Content: Europe carol 749700 33
     [java] Duration:	2 ms		Content: Europe eve 137376 30
     [java] Duration:	2 ms		Content: Europe carol 751185 50
     [java] Duration:	2 ms		Content: Europe alice 688864 32
     [java] Duration:	2 ms		Content: Europe alice 310735 33
     [java] Duration:	2 ms		Content: Europe alice 653545 41
     [java] Duration:	3 ms		Content: Europe eve 764936 30
     [java] Duration:	2 ms		Content: Europe gary 660053 41
     [java] Duration:	2 ms		Content: Europe gary 117739 41
     [java] Duration:	2 ms		Content: Europe eve 1032804 48
     [java] Duration:	2 ms		Content: Europe gary 338275 33
     [java] Duration:	2 ms		Content: Europe alice 537681 57
     [java] Duration:	2 ms		Content: Europe gary 528968 33
     [java] Duration:	2 ms		Content: Europe carol 475363 42
     [java] Duration:	2 ms		Content: Europe gary 792260 53
     [java] Duration:	2 ms		Content: Europe gary 200829 38
     [java] Duration:	2 ms		Content: Europe carol 10120 43
     [java] Duration:	4 ms		Content: Europe gary 203997 58
     [java] Duration:	2 ms		Content: Europe gary 1007908 40
     [java] Duration:	2 ms		Content: Europe eve 227025 52
     [java] Duration:	3 ms		Content: Europe alice 884312 52
     [java] Duration:	2 ms		Content: Europe gary 518211 39
     [java] Duration:	2 ms		Content: Europe alice 276857 37
     [java] Duration:	2 ms		Content: Europe gary 642098 45
     [java] Duration:	2 ms		Content: Europe gary 932003 51
     [java] Duration:	18 ms		Content: Europe carol 157903 52
     [java] Duration:	2 ms		Content: Europe alice 103604 34
     [java] Duration:	2 ms		Content: Europe alice 516184 48
     [java] Duration:	2 ms		Content: Europe gary 764653 44
     [java] Duration:	3 ms		Content: Europe carol 744415 53
     [java] Duration:	2 ms		Content: Europe alice 454067 36
     [java] Duration:	2 ms		Content: Europe carol 947866 55
     [java] Duration:	2 ms		Content: Europe alice 560093 43
     [java] Duration:	2 ms		Content: Europe alice 274093 46
     [java] Duration:	2 ms		Content: Europe carol 64325 38
     [java] Duration:	2 ms		Content: Europe carol 78814 53
     [java] Duration:	2 ms		Content: Europe carol 710622 39
     [java] Duration:	2 ms		Content: Europe gary 289070 45
     [java] Duration:	2 ms		Content: Europe alice 252015 35
     [java] Duration:	2 ms		Content: Europe gary 27467 49
     [java] Duration:	3 ms		Content: Europe eve 588423 59
     [java] Duration:	3 ms		Content: Europe alice 243274 49
     [java] Duration:	2 ms		Content: Europe alice 96643 37
     [java] Duration:	2 ms		Content: Europe carol 765313 44
     [java] Duration:	2 ms		Content: Europe carol 486116 38
     [java] Duration:	2 ms		Content: Europe alice 11514 36
     [java] Duration:	3 ms		Content: Europe alice 272428 53
     [java] Duration:	2 ms		Content: Europe gary 298753 47
     [java] Duration:	18 ms		Content: Europe eve 321771 58
     [java] Duration:	2 ms		Content: Europe eve 665524 50
     [java] Duration:	2 ms		Content: Europe carol 776264 56
     [java] Duration:	2 ms		Content: Europe carol 136729 52
     [java] Duration:	3 ms		Content: Europe eve 984430 30
     [java] Duration:	3 ms		Content: Europe alice 505355 32
     [java] Duration:	2 ms		Content: Europe carol 60093 46
     [java] Duration:	2 ms		Content: Europe eve 174831 38
     [java] Duration:	2 ms		Content: Europe eve 91757 45
     [java] Duration:	2 ms		Content: Europe gary 617395 47
     [java] Duration:	2 ms		Content: Europe alice 759417 47
     [java] Duration:	2 ms		Content: Europe alice 852385 41
     [java] Duration:	3 ms		Content: Europe eve 189511 33
     [java] Duration:	2 ms		Content: Europe carol 762892 44
     [java] Duration:	2 ms		Content: Europe alice 698032 34
     [java] Duration:	2 ms		Content: Europe gary 903698 35
     [java] Duration:	2 ms		Content: Europe eve 162912 41
     [java] Duration:	2 ms		Content: Europe gary 239160 58
     [java] Duration:	2 ms		Content: Europe carol 146422 50
     [java] Duration:	19 ms		Content: Europe eve 409554 52
     [java] Duration:	2 ms		Content: Europe alice 606162 38
     [java] Duration:	2 ms		Content: Europe carol 757535 49
     [java] Duration:	2 ms		Content: Europe eve 79925 48
     [java] Duration:	3 ms		Content: Europe carol 655847 49
     [java] Duration:	2 ms		Content: Europe eve 502895 47
     [java] Duration:	2 ms		Content: Europe carol 354605 53
     [java] Duration:	2 ms		Content: Europe eve 337779 49
     [java] Duration:	2 ms		Content: Europe carol 305736 37
     [java] Duration:	2 ms		Content: Europe gary 382934 31
     [java] Duration:	2 ms		Content: Europe carol 198781 36
     [java] Duration:	2 ms		Content: Europe eve 378213 30
     [java] Duration:	2 ms		Content: Europe eve 652260 42
     [java] Duration:	2 ms		Content: Europe eve 775039 32
     [java] Duration:	2 ms		Content: Europe carol 98809 30
     [java] Duration:	2 ms		Content: Europe gary 877856 49
     [java] Duration:	2 ms		Content: Europe eve 466847 41
     [java] Duration:	2 ms		Content: Europe carol 1034670 50
     [java] Duration:	2 ms		Content: Europe gary 231544 49
     [java] Duration:	2 ms		Content: Europe eve 979397 37
     [java] Duration:	2 ms		Content: Europe eve 1030410 53
     [java] Duration:	2 ms		Content: Europe eve 678366 51
     [java] Duration:	2 ms		Content: Europe alice 231454 31
     [java] Duration:	22 ms		Content: Europe carol 995323 54
     [java] Duration:	2 ms		Content: Europe carol 630495 35
     [java] Duration:	3 ms		Content: Europe alice 541620 32
     [java] Duration:	2 ms		Content: Europe alice 369230 56
     [java] Duration:	2 ms		Content: Europe alice 609504 59
     [java] Duration:	2 ms		Content: Europe alice 511233 33
     [java] Duration:	2 ms		Content: Europe gary 970160 32
     [java] Duration:	2 ms		Content: Europe eve 137039 47
     [java] Duration:	2 ms		Content: Europe carol 545719 38
     [java] Duration:	3 ms		Content: Europe alice 334488 55
     [java] Duration:	2 ms		Content: Europe alice 171233 47
     [java] Duration:	2 ms		Content: Europe gary 285213 54
     [java] Duration:	3 ms		Content: Europe gary 216040 42
     [java] Duration:	2 ms		Content: Europe eve 586255 42
     [java] Duration:	2 ms		Content: Europe eve 964717 37
     [java] Duration:	2 ms		Content: Europe alice 713571 40
     [java] Duration:	2 ms		Content: Europe eve 637185 50
     [java] Duration:	2 ms		Content: Europe alice 114448 44
     [java] Duration:	2 ms		Content: Europe gary 707427 55
     [java] Duration:	2 ms		Content: Europe eve 228709 44
     [java] Duration:	2 ms		Content: Europe gary 848426 34
     [java] Duration:	2 ms		Content: Europe gary 125780 51
     [java] Duration:	2 ms		Content: Europe carol 1029199 50
     [java] Duration:	2 ms		Content: Europe carol 104576 32
     [java] Duration:	2 ms		Content: Europe carol 64037 42
     [java] Duration:	2 ms		Content: Europe gary 789217 40
     [java] Duration:	2 ms		Content: Europe alice 207139 30
     [java] Duration:	2 ms		Content: Europe carol 352884 30
     [java] Duration:	2 ms		Content: Europe gary 1024071 59
     [java] Duration:	2 ms		Content: Europe gary 347810 50
     [java] Duration:	2 ms		Content: Europe gary 359074 39
     [java] Duration:	2 ms		Content: Europe alice 441813 39
     [java] Duration:	2 ms		Content: Europe gary 192975 38
     [java] Duration:	2 ms		Content: Europe eve 474472 47
     [java] Duration:	2 ms		Content: Europe carol 911623 45
     [java] Duration:	2 ms		Content: Europe eve 882453 43
     [java] Duration:	2 ms		Content: Europe gary 153093 50
     [java] Duration:	2 ms		Content: Europe gary 299868 53
     [java] Duration:	1 ms		Content: Europe gary 317369 32
     [java] Duration:	2 ms		Content: Europe eve 365919 50
     [java] Duration:	4 ms		Content: Europe carol 1034724 59
     [java] Duration:	2 ms		Content: Europe carol 213608 47
     [java] Duration:	2 ms		Content: Europe gary 103396 46
     [java] Duration:	2 ms		Content: Europe carol 756465 54
     [java] Duration:	2 ms		Content: Europe carol 132769 57
     [java] Duration:	2 ms		Content: Europe eve 386995 44
     [java] Duration:	2 ms		Content: Europe carol 75142 57
     [java] Duration:	2 ms		Content: Europe eve 997113 54
     [java] Duration:	2 ms		Content: Europe gary 795714 52
     [java] Duration:	2 ms		Content: Europe gary 615993 40
     [java] Duration:	2 ms		Content: Europe carol 153574 33
     [java] Duration:	2 ms		Content: Europe gary 1033710 46
     [java] Duration:	4 ms		Content: Europe gary 815991 45
     [java] Duration:	2 ms		Content: Europe carol 276898 48
     [java] Duration:	2 ms		Content: Europe eve 663966 41
     [java] Duration:	2 ms		Content: Europe eve 911657 31
     [java] Duration:	2 ms		Content: Europe eve 625490 33
     [java] Duration:	2 ms		Content: Europe gary 115180 48
     [java] Duration:	2 ms		Content: Europe gary 256364 34
     [java] Duration:	2 ms		Content: Europe gary 48898 32
     [java] Duration:	2 ms		Content: Europe eve 414963 46
     [java] Duration:	2 ms		Content: Europe carol 410894 49
     [java] Duration:	2 ms		Content: Europe alice 501652 52
     [java] Duration:	2 ms		Content: Europe carol 916997 46
     [java] Duration:	2 ms		Content: Europe gary 158784 42
     [java] Duration:	2 ms		Content: Europe eve 225981 38
     [java] Duration:	2 ms		Content: Europe eve 75809 48
     [java] Duration:	2 ms		Content: Europe eve 797636 33
     [java] Duration:	2 ms		Content: Europe carol 224655 50
     [java] Duration:	2 ms		Content: Europe eve 23656 44
     [java] Duration:	2 ms		Content: Europe gary 3213 50
     [java] Duration:	3 ms		Content: Europe gary 605848 51
     [java] Duration:	2 ms		Content: Europe alice 225482 36
     [java] Duration:	2 ms		Content: Europe carol 218171 37
     [java] Duration:	2 ms		Content: Europe gary 1027897 54
     [java] Duration:	2 ms		Content: Europe gary 992564 33
     [java] Duration:	2 ms		Content: Europe gary 554719 31
     [java] Duration:	2 ms		Content: Europe gary 329004 31
     [java] Duration:	3 ms		Content: Europe alice 822500 32
     [java] Duration:	2 ms		Content: Europe carol 996116 36
     [java] Duration:	2 ms		Content: Europe carol 860783 51
     [java] Duration:	2 ms		Content: Europe carol 530553 47
     [java] Duration:	2 ms		Content: Europe alice 912313 34
     [java] Duration:	2 ms		Content: Europe gary 852475 38
     [java] Duration:	2 ms		Content: Europe eve 240747 34
     [java] Duration:	2 ms		Content: Europe eve 157090 39
     [java] Duration:	2 ms		Content: Europe carol 880838 33
     [java] Duration:	2 ms		Content: Europe alice 1006152 54
     [java] Duration:	2 ms		Content: Europe eve 349435 44
     [java] Duration:	3 ms		Content: Europe gary 998842 58
     [java] Duration:	4 ms		Content: Europe eve 149406 49
     [java] Duration:	2 ms		Content: Europe alice 740004 38
     [java] Duration:	2 ms		Content: Europe eve 68690 51
     [java] Duration:	2 ms		Content: Europe gary 910659 46
     [java] Duration:	2 ms		Content: Europe eve 344224 57
     [java] Duration:	2 ms		Content: Europe eve 173733 46
     [java] Duration:	2 ms		Content: Europe eve 518702 44
     [java] Duration:	2 ms		Content: Europe gary 296162 35
     [java] Duration:	2 ms		Content: Europe carol 617675 36
     [java] Duration:	3 ms		Content: Europe carol 938002 53
     [java] Duration:	2 ms		Content: Europe gary 735618 57
     [java] Duration:	3 ms		Content: Europe eve 804128 49
     [java] Duration:	3 ms		Content: Europe eve 1021510 30
     [java] Duration:	2 ms		Content: Europe gary 482120 57
     [java] Duration:	2 ms		Content: Europe alice 660608 44
     [java] Duration:	3 ms		Content: Europe carol 340005 44
     [java] Duration:	2 ms		Content: Europe alice 562849 36
     [java] Duration:	3 ms		Content: Europe gary 815272 51
     [java] Duration:	2 ms		Content: Europe carol 606061 57
     [java] Duration:	2 ms		Content: Europe carol 711071 50
     [java] Duration:	2 ms		Content: Europe alice 838573 34
     [java] Duration:	3 ms		Content: Europe eve 370514 38
     [java] Duration:	2 ms		Content: Europe eve 152264 38
     [java] Duration:	2 ms		Content: Europe alice 95548 38
     [java] Duration:	2 ms		Content: Europe eve 1006864 34
     [java] Duration:	3 ms		Content: Europe eve 924784 53
     [java] Duration:	3 ms		Content: Europe alice 805669 46
     [java] Duration:	2 ms		Content: Europe alice 946953 37
     [java] Duration:	2 ms		Content: Europe eve 523288 41
     [java] Duration:	2 ms		Content: Europe eve 270847 35
     [java] Duration:	2 ms		Content: Europe gary 127668 55
     [java] Duration:	20 ms		Content: Europe eve 602772 42
     [java] Duration:	3 ms		Content: Europe carol 677917 51
     [java] Duration:	2 ms		Content: Europe eve 404664 54
     [java] Duration:	3 ms		Content: Europe gary 442792 36
     [java] Duration:	2 ms		Content: Europe carol 386606 45
     [java] Duration:	3 ms		Content: Europe gary 32927 54
     [java] Duration:	2 ms		Content: Europe alice 101841 57
     [java] Duration:	2 ms		Content: Europe gary 195566 48
     [java] Duration:	2 ms		Content: Europe alice 858819 38
     [java] Duration:	2 ms		Content: Europe alice 880284 53
     [java] Duration:	2 ms		Content: Europe carol 599915 45
     [java] Duration:	4 ms		Content: Europe alice 1044304 38
     [java] Duration:	2 ms		Content: Europe carol 68236 42
     [java] Duration:	2 ms		Content: Europe carol 738532 47
     [java] Duration:	2 ms		Content: Europe gary 331070 35
     [java] Duration:	2 ms		Content: Europe gary 981453 51
     [java] Duration:	2 ms		Content: Europe alice 732603 43
     [java] Duration:	2 ms		Content: Europe gary 104222 47
     [java] Duration:	2 ms		Content: Europe eve 690844 57
     [java] Duration:	2 ms		Content: Europe gary 319550 56
     [java] Duration:	2 ms		Content: Europe eve 616282 49
     [java] Duration:	2 ms		Content: Europe carol 197861 48
     [java] Duration:	2 ms		Content: Europe alice 997161 46
     [java] Duration:	2 ms		Content: Europe gary 11631 42
     [java] Duration:	2 ms		Content: Europe eve 817926 50
     [java] Duration:	3 ms		Content: Europe carol 411099 40
     [java] Duration:	2 ms		Content: Europe carol 868503 43
     [java] Duration:	2 ms		Content: Europe carol 509350 41
     [java] Duration:	2 ms		Content: Europe alice 1027281 50
     [java] Duration:	2 ms		Content: Europe eve 571581 47
     [java] Duration:	2 ms		Content: Europe alice 867745 32
     [java] Duration:	2 ms		Content: Europe eve 476718 59
     [java] Duration:	2 ms		Content: Europe eve 707697 53
     [java] Duration:	2 ms		Content: Europe gary 702082 40
     [java] Duration:	2 ms		Content: Europe alice 1040599 30
     [java] Duration:	3 ms		Content: Europe gary 237520 52
     [java] Duration:	2 ms		Content: Europe alice 31511 47
     [java] Duration:	2 ms		Content: Europe carol 468794 34
     [java] Duration:	2 ms		Content: Europe carol 236848 30
     [java] Duration:	2 ms		Content: Europe carol 250412 51
     [java] Duration:	2 ms		Content: Europe gary 457873 40
     [java] Duration:	2 ms		Content: Europe carol 439507 51
     [java] Duration:	2 ms		Content: Europe carol 943694 41
     [java] Duration:	2 ms		Content: Europe alice 112831 49
     [java] Duration:	2 ms		Content: Europe alice 777260 36
     [java] Duration:	2 ms		Content: Europe alice 379952 33
     [java] Duration:	2 ms		Content: Europe gary 495400 49
     [java] Duration:	2 ms		Content: Europe alice 863491 45
     [java] Duration:	2 ms		Content: Europe eve 811119 39
     [java] Duration:	2 ms		Content: Europe eve 883416 36
     [java] Duration:	3 ms		Content: Europe alice 624462 56
     [java] Duration:	2 ms		Content: Europe carol 642894 42
     [java] Duration:	2 ms		Content: Europe carol 866871 32
     [java] Duration:	2 ms		Content: Europe eve 521043 36
     [java] Duration:	2 ms		Content: Europe carol 900422 32
     [java] Duration:	2 ms		Content: Europe alice 312912 53
     [java] Duration:	2 ms		Content: Europe gary 184270 35
     [java] Duration:	2 ms		Content: Europe eve 503715 44
     [java] Duration:	3 ms		Content: Europe eve 1040254 52
     [java] Duration:	2 ms		Content: Europe carol 304814 59
     [java] Duration:	2 ms		Content: Europe eve 884627 36
     [java] Duration:	2 ms		Content: Europe carol 859284 43
     [java] Duration:	2 ms		Content: Europe alice 96530 34
     [java] Duration:	2 ms		Content: Europe eve 77333 55
     [java] Duration:	3 ms		Content: Europe carol 490327 50
     [java] Duration:	2 ms		Content: Europe carol 230779 45
     [java] Duration:	2 ms		Content: Europe gary 434232 42
     [java] Duration:	2 ms		Content: Europe gary 721439 34
     [java] Duration:	2 ms		Content: Europe carol 946687 54
     [java] Duration:	2 ms		Content: Europe gary 488139 43
     [java] Duration:	3 ms		Content: Europe eve 130384 30
     [java] Duration:	2 ms		Content: Europe gary 223431 35
     [java] Duration:	2 ms		Content: Europe carol 844837 32
     [java] Duration:	3 ms		Content: Europe eve 748095 53
     [java] Duration:	2 ms		Content: Europe eve 425904 50
     [java] Duration:	2 ms		Content: Europe carol 59590 43
     [java] Duration:	2 ms		Content: Europe eve 867918 50
     [java] Duration:	2 ms		Content: Europe gary 283033 50
     [java] Duration:	2 ms		Content: Europe carol 721910 47
     [java] Duration:	2 ms		Content: Europe alice 368867 46
     [java] Duration:	3 ms		Content: Europe carol 781299 41
     [java] Duration:	2 ms		Content: Europe alice 307448 54
     [java] Duration:	2 ms		Content: Europe gary 926533 33
     [java] Duration:	2 ms		Content: Europe eve 418180 44
     [java] Duration:	3 ms		Content: Europe alice 167416 37
     [java] Duration:	2 ms		Content: Europe eve 101210 41
     [java] Duration:	3 ms		Content: Europe alice 212721 50
     [java] Duration:	2 ms		Content: Europe alice 745463 39
     [java] Duration:	3 ms		Content: Europe gary 727396 52
     [java] Duration:	3 ms		Content: Europe alice 528239 49
     [java] Duration:	3 ms		Content: Europe gary 869719 59
     [java] Duration:	3 ms		Content: Europe eve 240290 47
     [java] Duration:	4 ms		Content: Europe alice 549868 41
     [java] Duration:	4 ms		Content: Europe alice 21525 41
     [java] Duration:	3 ms		Content: Europe carol 919076 43
     [java] Duration:	4 ms		Content: Europe gary 3317 37
     [java] Duration:	3 ms		Content: Europe eve 905146 36
     [java] Duration:	2 ms		Content: Europe eve 376486 44
     [java] Duration:	3 ms		Content: Europe alice 219916 48
     [java] Duration:	2 ms		Content: Europe alice 476483 52
     [java] Duration:	2 ms		Content: Europe alice 614915 42
     [java] Duration:	2 ms		Content: Europe alice 289337 50
     [java] Duration:	2 ms		Content: Europe alice 905480 36
     [java] Duration:	2 ms		Content: Europe alice 33204 48
     [java] Duration:	2 ms		Content: Europe eve 744797 59
