Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	402 ms		Content: America fred 66061 50
     [java] Duration:	2 ms		Content: America bob 64855 40
     [java] Duration:	2 ms		Content: America harry 691155 32
     [java] Duration:	2 ms		Content: America dave 101196 51
     [java] Duration:	2 ms		Content: America fred 227501 39
     [java] Duration:	2 ms		Content: America bob 727004 49
     [java] Duration:	2 ms		Content: America dave 776785 52
     [java] Duration:	2 ms		Content: America harry 376104 39
     [java] Duration:	2 ms		Content: America fred 47683 34
     [java] Duration:	2 ms		Content: America bob 608965 49
     [java] Duration:	2 ms		Content: America dave 374976 57
     [java] Duration:	2 ms		Content: America fred 605787 40
     [java] Duration:	2 ms		Content: America harry 394606 31
     [java] Duration:	2 ms		Content: America harry 443458 59
     [java] Duration:	2 ms		Content: America harry 746853 34
     [java] Duration:	2 ms		Content: America fred 335944 55
     [java] Duration:	2 ms		Content: America bob 430451 47
     [java] Duration:	2 ms		Content: America dave 565312 42
     [java] Duration:	2 ms		Content: America harry 379325 35
     [java] Duration:	2 ms		Content: America dave 113030 57
     [java] Duration:	2 ms		Content: America harry 1018884 59
     [java] Duration:	21 ms		Content: America bob 127528 40
     [java] Duration:	2 ms		Content: America dave 33925 37
     [java] Duration:	2 ms		Content: America dave 512429 58
     [java] Duration:	2 ms		Content: America dave 809873 59
     [java] Duration:	2 ms		Content: America dave 635126 56
     [java] Duration:	3 ms		Content: America harry 871903 49
     [java] Duration:	2 ms		Content: America fred 984482 54
     [java] Duration:	2 ms		Content: America bob 320504 48
     [java] Duration:	2 ms		Content: America dave 277433 40
     [java] Duration:	2 ms		Content: America dave 64221 37
     [java] Duration:	2 ms		Content: America fred 198526 58
     [java] Duration:	2 ms		Content: America bob 1023573 30
     [java] Duration:	2 ms		Content: America fred 372220 55
     [java] Duration:	26 ms		Content: America harry 29074 32
     [java] Duration:	2 ms		Content: America bob 947114 31
     [java] Duration:	2 ms		Content: America bob 926377 49
     [java] Duration:	2 ms		Content: America fred 999368 44
     [java] Duration:	2 ms		Content: America bob 744454 45
     [java] Duration:	2 ms		Content: America fred 685982 40
     [java] Duration:	1 ms		Content: America bob 947210 41
     [java] Duration:	2 ms		Content: America bob 325563 56
     [java] Duration:	2 ms		Content: America harry 1027028 50
     [java] Duration:	2 ms		Content: America bob 973437 46
     [java] Duration:	2 ms		Content: America harry 829828 54
     [java] Duration:	2 ms		Content: America dave 1002342 52
     [java] Duration:	2 ms		Content: America harry 335119 56
     [java] Duration:	2 ms		Content: America bob 606319 31
     [java] Duration:	2 ms		Content: America dave 516904 42
     [java] Duration:	2 ms		Content: America dave 519812 36
     [java] Duration:	19 ms		Content: America fred 1028541 58
     [java] Duration:	3 ms		Content: America dave 434862 44
     [java] Duration:	2 ms		Content: America bob 593911 31
     [java] Duration:	2 ms		Content: America harry 837823 45
     [java] Duration:	2 ms		Content: America dave 11207 32
     [java] Duration:	2 ms		Content: America fred 758870 42
     [java] Duration:	2 ms		Content: America dave 119302 55
     [java] Duration:	2 ms		Content: America harry 1005465 39
     [java] Duration:	2 ms		Content: America dave 142659 30
     [java] Duration:	2 ms		Content: America fred 682715 33
     [java] Duration:	2 ms		Content: America bob 229093 43
     [java] Duration:	2 ms		Content: America bob 649909 38
     [java] Duration:	2 ms		Content: America harry 586540 46
     [java] Duration:	2 ms		Content: America bob 1041513 39
     [java] Duration:	2 ms		Content: America bob 83607 50
     [java] Duration:	2 ms		Content: America bob 274470 36
     [java] Duration:	2 ms		Content: America harry 92174 56
     [java] Duration:	2 ms		Content: America bob 807634 54
     [java] Duration:	2 ms		Content: America bob 665488 59
     [java] Duration:	3 ms		Content: America fred 209026 34
     [java] Duration:	2 ms		Content: America fred 927713 33
     [java] Duration:	3 ms		Content: America bob 543402 52
     [java] Duration:	2 ms		Content: America fred 947697 54
     [java] Duration:	2 ms		Content: America fred 43883 49
     [java] Duration:	2 ms		Content: America harry 479046 50
     [java] Duration:	2 ms		Content: America harry 966641 59
     [java] Duration:	2 ms		Content: America harry 922571 40
     [java] Duration:	2 ms		Content: America harry 393423 49
     [java] Duration:	2 ms		Content: America dave 240517 45
     [java] Duration:	2 ms		Content: America fred 817196 37
     [java] Duration:	2 ms		Content: America dave 949154 32
     [java] Duration:	2 ms		Content: America harry 490903 53
     [java] Duration:	2 ms		Content: America harry 387374 51
     [java] Duration:	2 ms		Content: America bob 373028 31
     [java] Duration:	2 ms		Content: America bob 958807 55
     [java] Duration:	2 ms		Content: America fred 966557 59
     [java] Duration:	3 ms		Content: America dave 84435 56
     [java] Duration:	2 ms		Content: America dave 618356 48
     [java] Duration:	2 ms		Content: America bob 25750 42
     [java] Duration:	2 ms		Content: America harry 751766 54
     [java] Duration:	2 ms		Content: America harry 821630 39
     [java] Duration:	2 ms		Content: America bob 1014996 44
     [java] Duration:	2 ms		Content: America harry 1019480 40
     [java] Duration:	2 ms		Content: America bob 1009243 46
     [java] Duration:	2 ms		Content: America bob 853606 37
     [java] Duration:	2 ms		Content: America dave 972698 40
     [java] Duration:	2 ms		Content: America bob 167299 32
     [java] Duration:	2 ms		Content: America harry 517192 36
     [java] Duration:	3 ms		Content: America bob 116041 32
     [java] Duration:	2 ms		Content: America fred 595767 45
     [java] Duration:	3 ms		Content: America fred 299173 59
     [java] Duration:	2 ms		Content: America bob 51604 35
     [java] Duration:	3 ms		Content: America fred 992768 33
     [java] Duration:	2 ms		Content: America dave 112730 37
     [java] Duration:	2 ms		Content: America dave 10408 41
     [java] Duration:	23 ms		Content: America harry 122745 33
     [java] Duration:	2 ms		Content: America dave 940897 45
     [java] Duration:	2 ms		Content: America fred 705362 34
     [java] Duration:	2 ms		Content: America dave 1528 51
     [java] Duration:	2 ms		Content: America harry 220037 45
     [java] Duration:	2 ms		Content: America bob 791096 34
     [java] Duration:	2 ms		Content: America dave 652194 54
     [java] Duration:	2 ms		Content: America dave 332502 32
     [java] Duration:	2 ms		Content: America fred 817910 41
     [java] Duration:	2 ms		Content: America harry 64004 38
     [java] Duration:	2 ms		Content: America dave 21789 47
     [java] Duration:	2 ms		Content: America dave 24254 59
     [java] Duration:	2 ms		Content: America dave 548619 36
     [java] Duration:	23 ms		Content: America harry 895597 36
     [java] Duration:	1 ms		Content: America bob 185564 47
     [java] Duration:	2 ms		Content: America harry 521095 54
     [java] Duration:	2 ms		Content: America fred 271398 49
     [java] Duration:	2 ms		Content: America bob 392906 36
     [java] Duration:	2 ms		Content: America fred 257810 47
     [java] Duration:	2 ms		Content: America bob 96633 51
     [java] Duration:	2 ms		Content: America dave 139838 31
     [java] Duration:	2 ms		Content: America harry 166108 31
     [java] Duration:	2 ms		Content: America harry 1020520 58
     [java] Duration:	2 ms		Content: America harry 1046528 43
     [java] Duration:	2 ms		Content: America fred 678016 59
     [java] Duration:	2 ms		Content: America harry 590243 30
     [java] Duration:	2 ms		Content: America bob 223654 32
     [java] Duration:	2 ms		Content: America bob 800910 55
     [java] Duration:	2 ms		Content: America fred 64545 42
     [java] Duration:	2 ms		Content: America harry 407231 42
     [java] Duration:	2 ms		Content: America harry 172445 40
     [java] Duration:	2 ms		Content: America fred 281925 31
     [java] Duration:	2 ms		Content: America harry 556877 47
     [java] Duration:	2 ms		Content: America harry 536520 58
     [java] Duration:	2 ms		Content: America fred 481002 31
     [java] Duration:	2 ms		Content: America fred 995424 47
     [java] Duration:	2 ms		Content: America fred 748735 59
     [java] Duration:	2 ms		Content: America bob 81484 53
     [java] Duration:	2 ms		Content: America dave 672179 52
     [java] Duration:	2 ms		Content: America bob 1036500 53
     [java] Duration:	2 ms		Content: America dave 535288 59
     [java] Duration:	2 ms		Content: America harry 733059 37
     [java] Duration:	2 ms		Content: America dave 973014 53
     [java] Duration:	2 ms		Content: America fred 483225 36
     [java] Duration:	2 ms		Content: America bob 647963 53
     [java] Duration:	2 ms		Content: America bob 753022 42
     [java] Duration:	2 ms		Content: America fred 894450 35
     [java] Duration:	2 ms		Content: America dave 214001 46
     [java] Duration:	2 ms		Content: America fred 1042293 38
     [java] Duration:	2 ms		Content: America bob 31148 44
     [java] Duration:	2 ms		Content: America fred 869501 37
     [java] Duration:	2 ms		Content: America bob 489344 47
     [java] Duration:	2 ms		Content: America bob 675918 34
     [java] Duration:	2 ms		Content: America bob 397437 41
     [java] Duration:	1 ms		Content: America dave 306070 59
     [java] Duration:	2 ms		Content: America dave 237949 39
     [java] Duration:	2 ms		Content: America dave 925430 33
     [java] Duration:	3 ms		Content: America dave 838077 59
     [java] Duration:	2 ms		Content: America bob 905380 43
     [java] Duration:	2 ms		Content: America fred 1003064 46
     [java] Duration:	2 ms		Content: America dave 840512 51
     [java] Duration:	2 ms		Content: America harry 827026 34
     [java] Duration:	2 ms		Content: America harry 527273 59
     [java] Duration:	2 ms		Content: America fred 592412 41
     [java] Duration:	2 ms		Content: America bob 1016430 54
     [java] Duration:	2 ms		Content: America bob 555351 47
     [java] Duration:	2 ms		Content: America bob 414227 55
     [java] Duration:	2 ms		Content: America dave 239827 33
     [java] Duration:	2 ms		Content: America harry 617537 38
     [java] Duration:	2 ms		Content: America bob 510073 37
     [java] Duration:	25 ms		Content: America harry 97627 55
     [java] Duration:	2 ms		Content: America dave 855715 33
     [java] Duration:	2 ms		Content: America harry 771885 53
     [java] Duration:	2 ms		Content: America fred 938015 59
     [java] Duration:	2 ms		Content: America dave 281588 45
     [java] Duration:	2 ms		Content: America dave 40715 32
     [java] Duration:	2 ms		Content: America dave 969731 33
     [java] Duration:	2 ms		Content: America harry 256767 33
     [java] Duration:	2 ms		Content: America dave 147732 46
     [java] Duration:	3 ms		Content: America dave 324766 55
     [java] Duration:	2 ms		Content: America dave 683779 32
     [java] Duration:	2 ms		Content: America harry 951501 43
     [java] Duration:	2 ms		Content: America dave 1007289 59
     [java] Duration:	2 ms		Content: America dave 421519 49
     [java] Duration:	2 ms		Content: America dave 783676 39
     [java] Duration:	24 ms		Content: America harry 548032 40
     [java] Duration:	2 ms		Content: America harry 725170 59
     [java] Duration:	2 ms		Content: America dave 386259 44
     [java] Duration:	2 ms		Content: America fred 111676 52
     [java] Duration:	2 ms		Content: America dave 1007701 36
     [java] Duration:	2 ms		Content: America fred 615376 38
     [java] Duration:	2 ms		Content: America fred 108468 53
     [java] Duration:	2 ms		Content: America harry 625759 51
     [java] Duration:	2 ms		Content: America bob 246250 45
     [java] Duration:	2 ms		Content: America bob 685398 49
     [java] Duration:	2 ms		Content: America harry 378786 45
     [java] Duration:	2 ms		Content: America harry 759530 44
     [java] Duration:	2 ms		Content: America fred 206848 30
     [java] Duration:	2 ms		Content: America bob 1001623 33
     [java] Duration:	3 ms		Content: America dave 799102 38
     [java] Duration:	2 ms		Content: America harry 808125 41
     [java] Duration:	2 ms		Content: America harry 656617 38
     [java] Duration:	2 ms		Content: America bob 395029 57
     [java] Duration:	2 ms		Content: America fred 255780 33
     [java] Duration:	2 ms		Content: America dave 27842 54
     [java] Duration:	3 ms		Content: America harry 42843 47
     [java] Duration:	2 ms		Content: America dave 392933 36
     [java] Duration:	2 ms		Content: America harry 833228 50
     [java] Duration:	2 ms		Content: America harry 32384 50
     [java] Duration:	2 ms		Content: America harry 521938 37
     [java] Duration:	2 ms		Content: America dave 532207 35
     [java] Duration:	2 ms		Content: America harry 17128 35
     [java] Duration:	2 ms		Content: America fred 211199 50
     [java] Duration:	2 ms		Content: America harry 583392 30
     [java] Duration:	2 ms		Content: America fred 302478 46
     [java] Duration:	2 ms		Content: America bob 893590 38
     [java] Duration:	2 ms		Content: America dave 330965 59
     [java] Duration:	2 ms		Content: America dave 495229 41
     [java] Duration:	2 ms		Content: America fred 395129 42
     [java] Duration:	3 ms		Content: America harry 513315 51
     [java] Duration:	2 ms		Content: America bob 161199 38
     [java] Duration:	2 ms		Content: America bob 610346 51
     [java] Duration:	2 ms		Content: America fred 3902 45
     [java] Duration:	2 ms		Content: America harry 255258 44
     [java] Duration:	2 ms		Content: America bob 507811 53
     [java] Duration:	2 ms		Content: America bob 405780 30
     [java] Duration:	2 ms		Content: America harry 179331 54
     [java] Duration:	1 ms		Content: America dave 974159 47
     [java] Duration:	2 ms		Content: America fred 1039279 42
     [java] Duration:	2 ms		Content: America dave 373931 30
     [java] Duration:	2 ms		Content: America harry 881169 53
     [java] Duration:	2 ms		Content: America fred 544718 34
     [java] Duration:	20 ms		Content: America bob 823348 34
     [java] Duration:	2 ms		Content: America bob 287514 47
     [java] Duration:	24 ms		Content: America harry 511541 54
     [java] Duration:	2 ms		Content: America harry 563187 48
     [java] Duration:	2 ms		Content: America bob 727770 54
     [java] Duration:	2 ms		Content: America fred 614313 45
     [java] Duration:	2 ms		Content: America harry 953918 42
     [java] Duration:	2 ms		Content: America bob 813578 33
     [java] Duration:	2 ms		Content: America dave 521271 33
     [java] Duration:	2 ms		Content: America harry 767142 55
     [java] Duration:	2 ms		Content: America harry 589800 38
     [java] Duration:	2 ms		Content: America bob 368539 55
     [java] Duration:	2 ms		Content: America harry 939950 34
     [java] Duration:	2 ms		Content: America bob 626812 32
     [java] Duration:	2 ms		Content: America harry 495170 41
     [java] Duration:	2 ms		Content: America dave 341045 39
     [java] Duration:	2 ms		Content: America harry 48742 37
     [java] Duration:	2 ms		Content: America dave 831439 59
     [java] Duration:	1 ms		Content: America bob 507697 45
     [java] Duration:	2 ms		Content: America harry 1017530 35
     [java] Duration:	2 ms		Content: America bob 501716 34
     [java] Duration:	2 ms		Content: America fred 421338 59
     [java] Duration:	2 ms		Content: America bob 419549 56
     [java] Duration:	2 ms		Content: America fred 222053 47
     [java] Duration:	2 ms		Content: America harry 890950 50
     [java] Duration:	2 ms		Content: America fred 721943 45
     [java] Duration:	2 ms		Content: America fred 103281 40
     [java] Duration:	2 ms		Content: America dave 593531 34
     [java] Duration:	2 ms		Content: America fred 43755 50
     [java] Duration:	2 ms		Content: America harry 112410 45
     [java] Duration:	2 ms		Content: America bob 729420 41
     [java] Duration:	2 ms		Content: America harry 602954 53
     [java] Duration:	2 ms		Content: America fred 177239 56
     [java] Duration:	2 ms		Content: America bob 138685 47
     [java] Duration:	2 ms		Content: America dave 10829 49
     [java] Duration:	2 ms		Content: America harry 963139 54
     [java] Duration:	2 ms		Content: America dave 311542 38
     [java] Duration:	2 ms		Content: America fred 273483 48
     [java] Duration:	2 ms		Content: America fred 294430 42
     [java] Duration:	2 ms		Content: America fred 131143 50
     [java] Duration:	2 ms		Content: America dave 424977 31
     [java] Duration:	2 ms		Content: America bob 1035217 44
     [java] Duration:	2 ms		Content: America dave 174454 49
     [java] Duration:	2 ms		Content: America bob 725972 51
     [java] Duration:	1 ms		Content: America bob 1000387 57
     [java] Duration:	2 ms		Content: America bob 252419 53
     [java] Duration:	2 ms		Content: America fred 404221 58
     [java] Duration:	2 ms		Content: America bob 1011604 41
     [java] Duration:	2 ms		Content: America bob 499992 55
     [java] Duration:	21 ms		Content: America dave 363509 34
     [java] Duration:	3 ms		Content: America harry 946703 34
     [java] Duration:	2 ms		Content: America harry 927723 54
     [java] Duration:	2 ms		Content: America dave 887996 38
     [java] Duration:	2 ms		Content: America dave 928194 34
     [java] Duration:	2 ms		Content: America bob 854482 53
     [java] Duration:	25 ms		Content: America harry 720726 49
     [java] Duration:	2 ms		Content: America dave 269561 35
     [java] Duration:	2 ms		Content: America fred 231061 54
     [java] Duration:	2 ms		Content: America harry 99877 46
     [java] Duration:	2 ms		Content: America bob 317249 55
     [java] Duration:	2 ms		Content: America fred 816243 34
     [java] Duration:	1 ms		Content: America dave 52163 42
     [java] Duration:	2 ms		Content: America dave 183204 54
     [java] Duration:	2 ms		Content: America fred 93304 48
     [java] Duration:	2 ms		Content: America bob 478945 40
     [java] Duration:	2 ms		Content: America bob 146071 51
     [java] Duration:	26 ms		Content: America bob 148620 37
     [java] Duration:	3 ms		Content: America fred 72641 53
     [java] Duration:	2 ms		Content: America dave 941393 49
     [java] Duration:	2 ms		Content: America harry 803632 54
     [java] Duration:	2 ms		Content: America harry 812427 55
     [java] Duration:	2 ms		Content: America fred 1011771 36
     [java] Duration:	2 ms		Content: America dave 887454 59
     [java] Duration:	2 ms		Content: America harry 84794 49
     [java] Duration:	2 ms		Content: America dave 996230 35
     [java] Duration:	2 ms		Content: America bob 554465 30
     [java] Duration:	2 ms		Content: America harry 376520 31
     [java] Duration:	2 ms		Content: America fred 135548 36
     [java] Duration:	2 ms		Content: America fred 436774 34
     [java] Duration:	2 ms		Content: America fred 322382 59
     [java] Duration:	2 ms		Content: America fred 331860 52
     [java] Duration:	2 ms		Content: America dave 186161 50
     [java] Duration:	2 ms		Content: America harry 923283 45
     [java] Duration:	2 ms		Content: America harry 518644 49
     [java] Duration:	2 ms		Content: America dave 559715 48
     [java] Duration:	2 ms		Content: America dave 995805 37
     [java] Duration:	2 ms		Content: America fred 628189 54
     [java] Duration:	2 ms		Content: America dave 829525 32
     [java] Duration:	2 ms		Content: America bob 1017923 41
     [java] Duration:	2 ms		Content: America bob 734125 44
     [java] Duration:	2 ms		Content: America dave 757706 36
     [java] Duration:	2 ms		Content: America dave 624987 32
     [java] Duration:	2 ms		Content: America harry 174105 40
     [java] Duration:	2 ms		Content: America dave 641463 35
     [java] Duration:	2 ms		Content: America fred 893027 30
     [java] Duration:	2 ms		Content: America bob 750523 47
     [java] Duration:	2 ms		Content: America dave 246271 31
     [java] Duration:	2 ms		Content: America dave 842335 51
     [java] Duration:	2 ms		Content: America fred 266523 52
     [java] Duration:	2 ms		Content: America dave 515956 56
     [java] Duration:	4 ms		Content: America fred 600893 45
     [java] Duration:	2 ms		Content: America dave 435929 32
     [java] Duration:	22 ms		Content: America fred 960980 48
     [java] Duration:	2 ms		Content: America dave 613044 50
     [java] Duration:	2 ms		Content: America fred 891508 34
     [java] Duration:	2 ms		Content: America harry 511280 37
     [java] Duration:	2 ms		Content: America harry 779735 30
     [java] Duration:	2 ms		Content: America bob 1011235 53
     [java] Duration:	2 ms		Content: America fred 312693 51
     [java] Duration:	2 ms		Content: America dave 22645 50
     [java] Duration:	2 ms		Content: America harry 384453 42
     [java] Duration:	2 ms		Content: America dave 227143 52
     [java] Duration:	3 ms		Content: America fred 626721 58
     [java] Duration:	2 ms		Content: America fred 173736 41
     [java] Duration:	1 ms		Content: America bob 958697 43
     [java] Duration:	2 ms		Content: America fred 375260 46
     [java] Duration:	2 ms		Content: America bob 549135 48
     [java] Duration:	2 ms		Content: America bob 418728 40
     [java] Duration:	2 ms		Content: America bob 993971 57
     [java] Duration:	2 ms		Content: America harry 770893 49
     [java] Duration:	2 ms		Content: America bob 700642 54
     [java] Duration:	3 ms		Content: America fred 131543 41
     [java] Duration:	2 ms		Content: America dave 409615 36
     [java] Duration:	2 ms		Content: America fred 538886 47
     [java] Duration:	2 ms		Content: America dave 45078 49
     [java] Duration:	2 ms		Content: America fred 1001595 54
     [java] Duration:	2 ms		Content: America dave 503845 47
     [java] Duration:	2 ms		Content: America dave 983091 30
     [java] Duration:	2 ms		Content: America harry 798891 52
     [java] Duration:	2 ms		Content: America harry 55456 46
     [java] Duration:	2 ms		Content: America dave 514177 50
     [java] Duration:	2 ms		Content: America dave 249498 50
     [java] Duration:	2 ms		Content: America harry 713098 34
     [java] Duration:	2 ms		Content: America fred 245812 50
     [java] Duration:	2 ms		Content: America fred 575982 30
     [java] Duration:	2 ms		Content: America dave 447859 33
     [java] Duration:	2 ms		Content: America fred 269455 45
     [java] Duration:	1 ms		Content: America dave 650060 43
     [java] Duration:	4 ms		Content: America fred 435551 52
     [java] Duration:	1 ms		Content: America dave 478186 38
     [java] Duration:	2 ms		Content: America fred 758294 31
     [java] Duration:	2 ms		Content: America fred 840164 39
     [java] Duration:	2 ms		Content: America fred 467681 46
     [java] Duration:	2 ms		Content: America harry 514962 45
     [java] Duration:	2 ms		Content: America fred 147844 31
     [java] Duration:	2 ms		Content: America fred 997444 49
     [java] Duration:	2 ms		Content: America harry 447562 48
     [java] Duration:	2 ms		Content: America dave 575828 35
     [java] Duration:	1 ms		Content: America harry 225710 54
     [java] Duration:	2 ms		Content: America dave 593405 54
     [java] Duration:	2 ms		Content: America fred 949604 36
     [java] Duration:	1 ms		Content: America fred 23951 52
     [java] Duration:	2 ms		Content: America bob 885290 57
     [java] Duration:	3 ms		Content: America fred 589512 50
     [java] Duration:	2 ms		Content: America bob 487558 32
     [java] Duration:	2 ms		Content: America bob 948702 45
     [java] Duration:	2 ms		Content: America harry 850786 43
     [java] Duration:	2 ms		Content: America harry 1013228 39
     [java] Duration:	2 ms		Content: America harry 107575 39
     [java] Duration:	2 ms		Content: America dave 863902 56
     [java] Duration:	2 ms		Content: America bob 686860 31
     [java] Duration:	2 ms		Content: America dave 113561 45
     [java] Duration:	3 ms		Content: America harry 938240 49
     [java] Duration:	25 ms		Content: America fred 520590 35
     [java] Duration:	2 ms		Content: America bob 393440 35
     [java] Duration:	3 ms		Content: America fred 18561 33
     [java] Duration:	1 ms		Content: America fred 145882 39
     [java] Duration:	2 ms		Content: America fred 394770 46
     [java] Duration:	2 ms		Content: America dave 30899 49
     [java] Duration:	2 ms		Content: America harry 598 42
     [java] Duration:	2 ms		Content: America fred 651685 46
     [java] Duration:	2 ms		Content: America dave 305752 47
     [java] Duration:	2 ms		Content: America harry 569067 36
     [java] Duration:	2 ms		Content: America bob 335878 37
     [java] Duration:	26 ms		Content: America harry 909539 31
     [java] Duration:	2 ms		Content: America bob 681807 54
     [java] Duration:	3 ms		Content: America harry 878304 36
     [java] Duration:	2 ms		Content: America harry 658063 35
     [java] Duration:	2 ms		Content: America dave 762971 31
     [java] Duration:	2 ms		Content: America harry 518036 48
     [java] Duration:	2 ms		Content: America harry 136250 40
     [java] Duration:	2 ms		Content: America fred 688885 33
     [java] Duration:	2 ms		Content: America dave 359351 53
     [java] Duration:	2 ms		Content: America harry 733105 39
     [java] Duration:	2 ms		Content: America harry 427107 45
     [java] Duration:	2 ms		Content: America harry 605008 30
     [java] Duration:	2 ms		Content: America dave 35334 50
     [java] Duration:	2 ms		Content: America fred 60355 59
     [java] Duration:	2 ms		Content: America harry 530457 47
     [java] Duration:	2 ms		Content: America dave 867361 56
     [java] Duration:	2 ms		Content: America fred 525813 34
     [java] Duration:	2 ms		Content: America bob 751669 52
     [java] Duration:	3 ms		Content: America harry 150234 55
     [java] Duration:	2 ms		Content: America bob 914459 53
     [java] Duration:	2 ms		Content: America fred 608249 39
     [java] Duration:	2 ms		Content: America bob 575648 58
     [java] Duration:	2 ms		Content: America bob 930338 54
     [java] Duration:	3 ms		Content: America fred 885549 57
     [java] Duration:	2 ms		Content: America bob 839166 34
     [java] Duration:	2 ms		Content: America harry 888028 50
     [java] Duration:	2 ms		Content: America dave 531912 48
     [java] Duration:	2 ms		Content: America harry 869919 50
     [java] Duration:	2 ms		Content: America fred 1012264 46
     [java] Duration:	2 ms		Content: America dave 320833 49
     [java] Duration:	2 ms		Content: America bob 989314 47
     [java] Duration:	2 ms		Content: America bob 602688 46
     [java] Duration:	2 ms		Content: America harry 563442 40
     [java] Duration:	2 ms		Content: America dave 413580 44
     [java] Duration:	2 ms		Content: America fred 260183 40
     [java] Duration:	2 ms		Content: America fred 738457 46
     [java] Duration:	2 ms		Content: America bob 796300 36
     [java] Duration:	2 ms		Content: America bob 961087 52
     [java] Duration:	2 ms		Content: America bob 130585 49
     [java] Duration:	2 ms		Content: America fred 326091 45
     [java] Duration:	2 ms		Content: America bob 425867 48
     [java] Duration:	2 ms		Content: America bob 159856 31
     [java] Duration:	2 ms		Content: America harry 1013038 56
     [java] Duration:	2 ms		Content: America dave 853817 56
     [java] Duration:	2 ms		Content: America harry 875018 55
     [java] Duration:	2 ms		Content: America fred 366517 52
     [java] Duration:	2 ms		Content: America fred 777689 53
     [java] Duration:	2 ms		Content: America dave 702276 45
     [java] Duration:	2 ms		Content: America fred 529963 44
     [java] Duration:	1 ms		Content: America bob 358802 48
     [java] Duration:	2 ms		Content: America dave 405433 48
     [java] Duration:	2 ms		Content: America harry 355690 38
     [java] Duration:	2 ms		Content: America harry 449349 33
     [java] Duration:	3 ms		Content: America fred 613628 41
     [java] Duration:	2 ms		Content: America bob 46286 51
     [java] Duration:	2 ms		Content: America bob 575411 46
     [java] Duration:	2 ms		Content: America dave 571018 51
     [java] Duration:	2 ms		Content: America harry 180147 43
     [java] Duration:	2 ms		Content: America fred 107070 37
     [java] Duration:	26 ms		Content: America fred 468322 46
     [java] Duration:	2 ms		Content: America bob 70584 44
     [java] Duration:	2 ms		Content: America fred 351753 47
     [java] Duration:	2 ms		Content: America dave 356384 48
     [java] Duration:	2 ms		Content: America dave 746237 32
     [java] Duration:	2 ms		Content: America dave 361816 45
     [java] Duration:	3 ms		Content: America harry 253475 47
     [java] Duration:	2 ms		Content: America bob 18473 45
     [java] Duration:	2 ms		Content: America fred 880084 31
     [java] Duration:	2 ms		Content: America harry 136060 56
     [java] Duration:	2 ms		Content: America fred 419394 54
     [java] Duration:	2 ms		Content: America harry 637047 35
     [java] Duration:	2 ms		Content: America bob 901303 56
     [java] Duration:	2 ms		Content: America bob 987704 53
     [java] Duration:	2 ms		Content: America bob 1013643 57
     [java] Duration:	2 ms		Content: America dave 323554 49
     [java] Duration:	19 ms		Content: America harry 228649 49
     [java] Duration:	2 ms		Content: America dave 882706 58
     [java] Duration:	2 ms		Content: America fred 400565 30
     [java] Duration:	2 ms		Content: America bob 43040 59
     [java] Duration:	2 ms		Content: America dave 850809 38
     [java] Duration:	2 ms		Content: America dave 668790 43
     [java] Duration:	2 ms		Content: America dave 887177 44
     [java] Duration:	3 ms		Content: America harry 379804 46
     [java] Duration:	2 ms		Content: America bob 552223 40
     [java] Duration:	2 ms		Content: America bob 869021 55
     [java] Duration:	2 ms		Content: America fred 926087 54
     [java] Duration:	2 ms		Content: America bob 580955 44
     [java] Duration:	2 ms		Content: America dave 678786 42
     [java] Duration:	2 ms		Content: America bob 264918 49
     [java] Duration:	2 ms		Content: America bob 832753 36
     [java] Duration:	2 ms		Content: America bob 980074 51
     [java] Duration:	3 ms		Content: America fred 196008 38
     [java] Duration:	1 ms		Content: America bob 46555 38
     [java] Duration:	2 ms		Content: America bob 954502 49
     [java] Duration:	2 ms		Content: America bob 474649 37
     [java] Duration:	2 ms		Content: America harry 386448 48
     [java] Duration:	2 ms		Content: America dave 575709 39
     [java] Duration:	2 ms		Content: America bob 880795 35
     [java] Duration:	1 ms		Content: America bob 636691 59
     [java] Duration:	3 ms		Content: America fred 882165 30
     [java] Duration:	2 ms		Content: America bob 972884 56
     [java] Duration:	2 ms		Content: America harry 63665 39
     [java] Duration:	2 ms		Content: America harry 272045 54
     [java] Duration:	2 ms		Content: America fred 835279 34
     [java] Duration:	2 ms		Content: America bob 409581 38
     [java] Duration:	2 ms		Content: America bob 340138 43
     [java] Duration:	2 ms		Content: America bob 599531 40
     [java] Duration:	2 ms		Content: America dave 417410 58
     [java] Duration:	2 ms		Content: America dave 15106 41
     [java] Duration:	2 ms		Content: America bob 109733 49
     [java] Duration:	3 ms		Content: America harry 41139 42
     [java] Duration:	2 ms		Content: America fred 76474 56
     [java] Duration:	2 ms		Content: America bob 644770 53
     [java] Duration:	1 ms		Content: America bob 270349 44
     [java] Duration:	2 ms		Content: America bob 855843 37
     [java] Duration:	2 ms		Content: America bob 443140 36
     [java] Duration:	3 ms		Content: America fred 993524 37
     [java] Duration:	2 ms		Content: America bob 893886 31
     [java] Duration:	2 ms		Content: America bob 566170 39
     [java] Duration:	2 ms		Content: America harry 236499 55
     [java] Duration:	2 ms		Content: America fred 910530 33
     [java] Duration:	2 ms		Content: America dave 794176 31
     [java] Duration:	2 ms		Content: America dave 957160 31
     [java] Duration:	3 ms		Content: America fred 139043 37
     [java] Duration:	2 ms		Content: America bob 944172 51
