Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	416 ms		Content: America bob 749220 56
     [java] Duration:	2 ms		Content: America bob 305386 54
     [java] Duration:	3 ms		Content: America dave 784075 35
     [java] Duration:	2 ms		Content: America harry 933314 52
     [java] Duration:	2 ms		Content: America harry 898997 44
     [java] Duration:	4 ms		Content: America bob 206277 36
     [java] Duration:	2 ms		Content: America dave 522702 33
     [java] Duration:	2 ms		Content: America fred 847888 53
     [java] Duration:	2 ms		Content: America dave 301587 39
     [java] Duration:	3 ms		Content: America harry 663666 43
     [java] Duration:	2 ms		Content: America dave 395653 37
     [java] Duration:	3 ms		Content: America dave 529545 51
     [java] Duration:	2 ms		Content: America dave 997991 59
     [java] Duration:	4 ms		Content: America harry 368633 42
     [java] Duration:	2 ms		Content: America fred 328732 52
     [java] Duration:	2 ms		Content: America bob 555271 45
     [java] Duration:	23 ms		Content: America dave 419017 44
     [java] Duration:	2 ms		Content: America fred 370357 59
     [java] Duration:	2 ms		Content: America fred 1044394 51
     [java] Duration:	2 ms		Content: America fred 1035088 36
     [java] Duration:	2 ms		Content: America fred 343000 33
     [java] Duration:	2 ms		Content: America harry 739920 40
     [java] Duration:	2 ms		Content: America harry 951184 43
     [java] Duration:	2 ms		Content: America dave 185150 40
     [java] Duration:	2 ms		Content: America fred 207040 40
     [java] Duration:	2 ms		Content: America harry 810559 53
     [java] Duration:	2 ms		Content: America harry 191892 55
     [java] Duration:	2 ms		Content: America harry 126877 47
     [java] Duration:	2 ms		Content: America fred 381856 42
     [java] Duration:	2 ms		Content: America bob 159233 34
     [java] Duration:	2 ms		Content: America bob 504246 38
     [java] Duration:	2 ms		Content: America bob 356022 45
     [java] Duration:	2 ms		Content: America fred 592278 56
     [java] Duration:	2 ms		Content: America bob 945934 49
     [java] Duration:	2 ms		Content: America bob 945746 54
     [java] Duration:	2 ms		Content: America fred 512336 41
     [java] Duration:	2 ms		Content: America dave 568088 42
     [java] Duration:	2 ms		Content: America dave 489635 55
     [java] Duration:	2 ms		Content: America dave 1013668 47
     [java] Duration:	2 ms		Content: America fred 580266 42
     [java] Duration:	2 ms		Content: America dave 801694 52
     [java] Duration:	2 ms		Content: America bob 468405 54
     [java] Duration:	2 ms		Content: America fred 158132 42
     [java] Duration:	2 ms		Content: America harry 988535 43
     [java] Duration:	4 ms		Content: America bob 399005 34
     [java] Duration:	3 ms		Content: America bob 196405 46
     [java] Duration:	2 ms		Content: America bob 361176 43
     [java] Duration:	3 ms		Content: America dave 753915 38
     [java] Duration:	2 ms		Content: America fred 133514 58
     [java] Duration:	2 ms		Content: America bob 925252 56
     [java] Duration:	2 ms		Content: America harry 136784 35
     [java] Duration:	2 ms		Content: America dave 884353 59
     [java] Duration:	2 ms		Content: America fred 738111 36
     [java] Duration:	2 ms		Content: America bob 627565 49
     [java] Duration:	6 ms		Content: America fred 111415 49
     [java] Duration:	334 ms		Content: America dave 567786 42
     [java] Duration:	3 ms		Content: America bob 135733 50
     [java] Duration:	2 ms		Content: America harry 736496 50
     [java] Duration:	2 ms		Content: America bob 817878 56
     [java] Duration:	2 ms		Content: America harry 1023162 59
     [java] Duration:	2 ms		Content: America harry 749881 40
     [java] Duration:	2 ms		Content: America fred 624413 38
     [java] Duration:	2 ms		Content: America harry 333711 50
     [java] Duration:	2 ms		Content: America harry 394506 39
     [java] Duration:	2 ms		Content: America harry 149726 31
     [java] Duration:	2 ms		Content: America fred 313905 36
     [java] Duration:	2 ms		Content: America bob 661010 59
     [java] Duration:	2 ms		Content: America bob 658921 49
     [java] Duration:	2 ms		Content: America fred 702349 52
     [java] Duration:	2 ms		Content: America fred 265620 53
     [java] Duration:	2 ms		Content: America fred 791029 49
     [java] Duration:	2 ms		Content: America dave 305220 44
     [java] Duration:	2 ms		Content: America bob 1017412 56
     [java] Duration:	2 ms		Content: America fred 7262 49
     [java] Duration:	2 ms		Content: America dave 129284 38
     [java] Duration:	2 ms		Content: America bob 878327 31
     [java] Duration:	2 ms		Content: America fred 577840 39
     [java] Duration:	3 ms		Content: America dave 261859 49
     [java] Duration:	2 ms		Content: America fred 205159 49
     [java] Duration:	2 ms		Content: America bob 43478 36
     [java] Duration:	2 ms		Content: America harry 998646 52
     [java] Duration:	2 ms		Content: America fred 642193 43
     [java] Duration:	2 ms		Content: America bob 873064 52
     [java] Duration:	22 ms		Content: America bob 317045 47
     [java] Duration:	2 ms		Content: America harry 129053 36
     [java] Duration:	2 ms		Content: America fred 840919 35
     [java] Duration:	2 ms		Content: America harry 209429 38
     [java] Duration:	2 ms		Content: America fred 11806 48
     [java] Duration:	3 ms		Content: America dave 993085 52
     [java] Duration:	2 ms		Content: America dave 166068 33
     [java] Duration:	2 ms		Content: America fred 429833 42
     [java] Duration:	2 ms		Content: America harry 983789 57
     [java] Duration:	2 ms		Content: America harry 54955 45
     [java] Duration:	3 ms		Content: America dave 544151 55
     [java] Duration:	3 ms		Content: America bob 473500 55
     [java] Duration:	2 ms		Content: America harry 1046050 43
     [java] Duration:	2 ms		Content: America bob 887041 50
     [java] Duration:	2 ms		Content: America fred 75935 37
     [java] Duration:	5 ms		Content: America bob 579149 47
     [java] Duration:	3 ms		Content: America dave 498644 48
     [java] Duration:	2 ms		Content: America dave 465813 31
     [java] Duration:	2 ms		Content: America fred 553913 58
     [java] Duration:	2 ms		Content: America dave 215220 33
     [java] Duration:	2 ms		Content: America harry 12203 44
     [java] Duration:	2 ms		Content: America bob 517120 36
     [java] Duration:	4 ms		Content: America dave 639012 48
     [java] Duration:	2 ms		Content: America bob 904783 51
     [java] Duration:	2 ms		Content: America fred 952324 57
     [java] Duration:	2 ms		Content: America bob 147717 54
     [java] Duration:	2 ms		Content: America harry 434104 48
     [java] Duration:	2 ms		Content: America dave 335758 32
     [java] Duration:	2 ms		Content: America bob 31695 37
     [java] Duration:	2 ms		Content: America harry 966861 57
     [java] Duration:	3 ms		Content: America dave 261092 49
     [java] Duration:	2 ms		Content: America bob 145127 31
     [java] Duration:	2 ms		Content: America bob 1020057 53
     [java] Duration:	2 ms		Content: America bob 498445 33
     [java] Duration:	2 ms		Content: America harry 940710 45
     [java] Duration:	2 ms		Content: America bob 1029731 36
     [java] Duration:	2 ms		Content: America fred 906459 30
     [java] Duration:	2 ms		Content: America fred 750293 54
     [java] Duration:	2 ms		Content: America fred 76502 43
     [java] Duration:	2 ms		Content: America dave 397063 36
     [java] Duration:	2 ms		Content: America dave 187154 50
     [java] Duration:	2 ms		Content: America fred 902623 50
     [java] Duration:	2 ms		Content: America harry 843258 40
     [java] Duration:	3 ms		Content: America dave 397173 49
     [java] Duration:	2 ms		Content: America bob 12391 45
     [java] Duration:	2 ms		Content: America harry 33259 45
     [java] Duration:	2 ms		Content: America harry 256597 30
     [java] Duration:	2 ms		Content: America dave 695239 36
     [java] Duration:	2 ms		Content: America harry 227738 43
     [java] Duration:	2 ms		Content: America harry 659517 56
     [java] Duration:	2 ms		Content: America fred 737371 55
     [java] Duration:	2 ms		Content: America fred 396285 31
     [java] Duration:	24 ms		Content: America fred 552586 48
     [java] Duration:	3 ms		Content: America harry 436135 54
     [java] Duration:	3 ms		Content: America harry 556704 48
     [java] Duration:	2 ms		Content: America fred 1035398 42
     [java] Duration:	2 ms		Content: America harry 904275 50
     [java] Duration:	2 ms		Content: America dave 950884 50
     [java] Duration:	2 ms		Content: America fred 668492 54
     [java] Duration:	2 ms		Content: America dave 647507 50
     [java] Duration:	22 ms		Content: America bob 613108 39
     [java] Duration:	2 ms		Content: America dave 987904 53
     [java] Duration:	2 ms		Content: America bob 357796 39
     [java] Duration:	2 ms		Content: America bob 203635 35
     [java] Duration:	2 ms		Content: America dave 746124 38
     [java] Duration:	2 ms		Content: America harry 42471 52
     [java] Duration:	2 ms		Content: America bob 690573 40
     [java] Duration:	2 ms		Content: America dave 405432 45
     [java] Duration:	2 ms		Content: America fred 538863 56
     [java] Duration:	2 ms		Content: America fred 518272 36
     [java] Duration:	2 ms		Content: America dave 17912 54
     [java] Duration:	3 ms		Content: America fred 273903 40
     [java] Duration:	2 ms		Content: America fred 360112 34
     [java] Duration:	2 ms		Content: America dave 145109 55
     [java] Duration:	2 ms		Content: America fred 365089 45
     [java] Duration:	3 ms		Content: America fred 237606 58
     [java] Duration:	2 ms		Content: America harry 689927 31
     [java] Duration:	2 ms		Content: America dave 113002 35
     [java] Duration:	2 ms		Content: America bob 77788 30
     [java] Duration:	2 ms		Content: America fred 465952 53
     [java] Duration:	2 ms		Content: America harry 676839 45
     [java] Duration:	2 ms		Content: America bob 748160 59
     [java] Duration:	2 ms		Content: America fred 239565 55
     [java] Duration:	2 ms		Content: America fred 348792 43
     [java] Duration:	2 ms		Content: America bob 482124 56
     [java] Duration:	2 ms		Content: America dave 258116 55
     [java] Duration:	2 ms		Content: America harry 834097 57
     [java] Duration:	2 ms		Content: America dave 92944 38
     [java] Duration:	2 ms		Content: America fred 231478 59
     [java] Duration:	2 ms		Content: America dave 162903 31
     [java] Duration:	2 ms		Content: America fred 927989 51
     [java] Duration:	2 ms		Content: America harry 608605 54
     [java] Duration:	3 ms		Content: America harry 716043 45
     [java] Duration:	2 ms		Content: America harry 718097 41
     [java] Duration:	3 ms		Content: America bob 1030453 59
     [java] Duration:	2 ms		Content: America harry 354494 59
     [java] Duration:	2 ms		Content: America dave 948737 31
     [java] Duration:	2 ms		Content: America dave 898335 37
     [java] Duration:	2 ms		Content: America harry 810933 44
     [java] Duration:	24 ms		Content: America harry 353636 42
     [java] Duration:	3 ms		Content: America fred 693466 50
     [java] Duration:	4 ms		Content: America bob 331690 46
     [java] Duration:	2 ms		Content: America bob 844015 52
     [java] Duration:	6 ms		Content: America dave 507272 40
     [java] Duration:	3 ms		Content: America dave 539610 50
     [java] Duration:	2 ms		Content: America dave 271613 40
     [java] Duration:	2 ms		Content: America dave 46616 42
     [java] Duration:	2 ms		Content: America bob 156811 57
     [java] Duration:	2 ms		Content: America harry 966614 45
     [java] Duration:	22 ms		Content: America dave 709259 58
     [java] Duration:	2 ms		Content: America fred 555307 36
     [java] Duration:	2 ms		Content: America bob 305718 33
     [java] Duration:	9 ms		Content: America dave 11629 58
     [java] Duration:	2 ms		Content: America dave 904356 55
     [java] Duration:	2 ms		Content: America fred 321098 32
     [java] Duration:	2 ms		Content: America harry 966582 46
     [java] Duration:	2 ms		Content: America dave 460540 40
     [java] Duration:	2 ms		Content: America dave 334971 46
     [java] Duration:	2 ms		Content: America bob 515293 48
     [java] Duration:	2 ms		Content: America fred 364073 40
     [java] Duration:	2 ms		Content: America dave 298103 37
     [java] Duration:	2 ms		Content: America fred 390672 31
     [java] Duration:	2 ms		Content: America harry 43694 57
     [java] Duration:	2 ms		Content: America harry 336728 46
     [java] Duration:	2 ms		Content: America dave 184178 42
     [java] Duration:	2 ms		Content: America fred 361329 30
     [java] Duration:	2 ms		Content: America harry 983767 56
     [java] Duration:	2 ms		Content: America bob 259308 39
     [java] Duration:	2 ms		Content: America harry 806045 53
     [java] Duration:	2 ms		Content: America harry 655654 46
     [java] Duration:	2 ms		Content: America fred 443813 31
     [java] Duration:	2 ms		Content: America harry 894160 38
     [java] Duration:	3 ms		Content: America dave 429225 38
     [java] Duration:	2 ms		Content: America fred 409353 35
     [java] Duration:	2 ms		Content: America bob 418215 52
     [java] Duration:	2 ms		Content: America bob 364189 43
     [java] Duration:	2 ms		Content: America bob 63756 32
     [java] Duration:	2 ms		Content: America dave 781470 41
     [java] Duration:	2 ms		Content: America bob 527613 34
     [java] Duration:	2 ms		Content: America fred 375222 48
     [java] Duration:	4 ms		Content: America harry 717105 52
     [java] Duration:	2 ms		Content: America harry 290044 37
     [java] Duration:	2 ms		Content: America bob 988292 44
     [java] Duration:	2 ms		Content: America harry 793222 51
     [java] Duration:	26 ms		Content: America bob 677566 35
     [java] Duration:	3 ms		Content: America dave 157595 51
     [java] Duration:	2 ms		Content: America fred 227544 49
     [java] Duration:	2 ms		Content: America dave 613009 44
     [java] Duration:	2 ms		Content: America fred 3874 58
     [java] Duration:	2 ms		Content: America harry 183786 40
     [java] Duration:	2 ms		Content: America bob 146221 46
     [java] Duration:	2 ms		Content: America fred 356165 57
     [java] Duration:	2 ms		Content: America bob 782909 43
     [java] Duration:	2 ms		Content: America bob 539715 33
     [java] Duration:	2 ms		Content: America fred 330224 50
     [java] Duration:	2 ms		Content: America harry 1023569 48
     [java] Duration:	2 ms		Content: America bob 171260 48
     [java] Duration:	2 ms		Content: America harry 777441 56
     [java] Duration:	2 ms		Content: America fred 729737 52
     [java] Duration:	2 ms		Content: America dave 684011 56
     [java] Duration:	1 ms		Content: America harry 178137 55
     [java] Duration:	23 ms		Content: America bob 681927 49
     [java] Duration:	2 ms		Content: America fred 241432 56
     [java] Duration:	2 ms		Content: America bob 950242 57
     [java] Duration:	3 ms		Content: America fred 870362 44
     [java] Duration:	2 ms		Content: America fred 26616 41
     [java] Duration:	2 ms		Content: America bob 645119 37
     [java] Duration:	3 ms		Content: America dave 1040737 49
     [java] Duration:	2 ms		Content: America dave 928016 38
     [java] Duration:	2 ms		Content: America harry 473139 57
     [java] Duration:	2 ms		Content: America bob 9695 47
     [java] Duration:	2 ms		Content: America fred 287559 47
     [java] Duration:	2 ms		Content: America fred 208861 32
     [java] Duration:	3 ms		Content: America harry 234602 35
     [java] Duration:	2 ms		Content: America bob 351578 48
     [java] Duration:	2 ms		Content: America fred 112522 54
     [java] Duration:	2 ms		Content: America harry 898608 54
     [java] Duration:	2 ms		Content: America dave 609380 36
     [java] Duration:	2 ms		Content: America harry 796196 51
     [java] Duration:	2 ms		Content: America bob 676752 35
     [java] Duration:	2 ms		Content: America fred 745384 59
     [java] Duration:	2 ms		Content: America dave 425093 39
     [java] Duration:	2 ms		Content: America dave 640784 36
     [java] Duration:	2 ms		Content: America dave 562542 36
     [java] Duration:	2 ms		Content: America fred 472812 51
     [java] Duration:	2 ms		Content: America bob 480904 39
     [java] Duration:	2 ms		Content: America dave 654486 32
     [java] Duration:	2 ms		Content: America dave 1038102 58
     [java] Duration:	3 ms		Content: America harry 476116 34
     [java] Duration:	2 ms		Content: America harry 285139 58
     [java] Duration:	2 ms		Content: America harry 991973 51
     [java] Duration:	3 ms		Content: America fred 122842 45
     [java] Duration:	26 ms		Content: America dave 487649 46
     [java] Duration:	2 ms		Content: America bob 329100 40
     [java] Duration:	2 ms		Content: America dave 68583 38
     [java] Duration:	3 ms		Content: America harry 564056 58
     [java] Duration:	2 ms		Content: America fred 514872 42
     [java] Duration:	2 ms		Content: America harry 815581 54
     [java] Duration:	2 ms		Content: America fred 137390 41
     [java] Duration:	3 ms		Content: America harry 845261 37
     [java] Duration:	2 ms		Content: America dave 593626 47
     [java] Duration:	2 ms		Content: America harry 687563 34
     [java] Duration:	2 ms		Content: America dave 229533 46
     [java] Duration:	2 ms		Content: America fred 335315 41
     [java] Duration:	2 ms		Content: America fred 429284 36
     [java] Duration:	2 ms		Content: America dave 49124 36
     [java] Duration:	2 ms		Content: America bob 969512 58
     [java] Duration:	2 ms		Content: America harry 738845 30
     [java] Duration:	2 ms		Content: America dave 614334 31
     [java] Duration:	4 ms		Content: America harry 413033 56
     [java] Duration:	22 ms		Content: America dave 317286 42
     [java] Duration:	3 ms		Content: America dave 645953 49
     [java] Duration:	2 ms		Content: America dave 1000630 38
     [java] Duration:	2 ms		Content: America harry 498170 34
     [java] Duration:	3 ms		Content: America dave 103098 55
     [java] Duration:	2 ms		Content: America fred 1039780 36
     [java] Duration:	2 ms		Content: America dave 829441 43
     [java] Duration:	2 ms		Content: America bob 117949 55
     [java] Duration:	2 ms		Content: America fred 502206 41
     [java] Duration:	4 ms		Content: America bob 815769 56
     [java] Duration:	2 ms		Content: America dave 633695 58
     [java] Duration:	2 ms		Content: America dave 218059 39
     [java] Duration:	2 ms		Content: America fred 1032197 42
     [java] Duration:	2 ms		Content: America harry 404837 35
     [java] Duration:	2 ms		Content: America harry 902261 41
     [java] Duration:	3 ms		Content: America bob 614170 30
     [java] Duration:	2 ms		Content: America fred 231649 31
     [java] Duration:	2 ms		Content: America harry 757035 41
     [java] Duration:	2 ms		Content: America dave 459455 33
     [java] Duration:	2 ms		Content: America dave 337285 41
     [java] Duration:	2 ms		Content: America dave 305183 44
     [java] Duration:	2 ms		Content: America bob 805889 48
     [java] Duration:	4 ms		Content: America fred 938344 53
     [java] Duration:	2 ms		Content: America dave 593000 34
     [java] Duration:	2 ms		Content: America harry 99018 36
     [java] Duration:	2 ms		Content: America harry 868673 47
     [java] Duration:	2 ms		Content: America bob 615289 46
     [java] Duration:	2 ms		Content: America fred 24888 31
     [java] Duration:	26 ms		Content: America bob 315484 31
     [java] Duration:	11 ms		Content: America fred 727510 48
     [java] Duration:	2 ms		Content: America bob 359653 53
     [java] Duration:	3 ms		Content: America fred 159714 43
     [java] Duration:	2 ms		Content: America dave 999742 58
     [java] Duration:	2 ms		Content: America harry 2209 40
     [java] Duration:	15 ms		Content: America harry 1035410 55
     [java] Duration:	2 ms		Content: America dave 17677 52
     [java] Duration:	2 ms		Content: America dave 664454 34
     [java] Duration:	2 ms		Content: America fred 758588 51
     [java] Duration:	2 ms		Content: America dave 270068 32
     [java] Duration:	2 ms		Content: America fred 719971 45
     [java] Duration:	2 ms		Content: America harry 886437 54
     [java] Duration:	26 ms		Content: America dave 280654 43
     [java] Duration:	2 ms		Content: America harry 43541 54
     [java] Duration:	2 ms		Content: America harry 883897 50
     [java] Duration:	2 ms		Content: America fred 568927 45
     [java] Duration:	2 ms		Content: America dave 835624 35
     [java] Duration:	2 ms		Content: America harry 829127 38
     [java] Duration:	2 ms		Content: America bob 72338 34
     [java] Duration:	2 ms		Content: America fred 467119 44
     [java] Duration:	2 ms		Content: America dave 510702 45
     [java] Duration:	25 ms		Content: America bob 142203 37
     [java] Duration:	6 ms		Content: America fred 567430 49
     [java] Duration:	3 ms		Content: America fred 226641 57
     [java] Duration:	2 ms		Content: America fred 255136 32
     [java] Duration:	2 ms		Content: America bob 319398 48
     [java] Duration:	33 ms		Content: America fred 764258 40
     [java] Duration:	3 ms		Content: America bob 605320 51
     [java] Duration:	2 ms		Content: America dave 619305 47
     [java] Duration:	2 ms		Content: America fred 849621 43
     [java] Duration:	2 ms		Content: America bob 328789 49
     [java] Duration:	2 ms		Content: America harry 821549 32
     [java] Duration:	2 ms		Content: America fred 538987 47
     [java] Duration:	2 ms		Content: America bob 951429 37
     [java] Duration:	3 ms		Content: America bob 126258 46
     [java] Duration:	26 ms		Content: America dave 351383 48
     [java] Duration:	2 ms		Content: America fred 118642 52
     [java] Duration:	2 ms		Content: America fred 686468 57
     [java] Duration:	2 ms		Content: America bob 101630 47
     [java] Duration:	39 ms		Content: America fred 693457 40
     [java] Duration:	3 ms		Content: America dave 301124 36
     [java] Duration:	2 ms		Content: America harry 658714 41
     [java] Duration:	2 ms		Content: America fred 654846 54
     [java] Duration:	2 ms		Content: America dave 525195 46
     [java] Duration:	2 ms		Content: America fred 859275 37
     [java] Duration:	2 ms		Content: America fred 805736 33
     [java] Duration:	2 ms		Content: America fred 1033826 35
     [java] Duration:	3 ms		Content: America harry 569765 33
     [java] Duration:	25 ms		Content: America fred 273162 31
     [java] Duration:	13 ms		Content: America fred 856925 58
     [java] Duration:	3 ms		Content: America harry 84209 34
     [java] Duration:	2 ms		Content: America dave 359603 39
     [java] Duration:	2 ms		Content: America dave 829487 46
     [java] Duration:	25 ms		Content: America fred 904549 41
     [java] Duration:	23 ms		Content: America dave 362653 53
     [java] Duration:	129 ms		Content: America bob 746683 52
     [java] Duration:	3 ms		Content: America harry 741687 42
     [java] Duration:	2 ms		Content: America harry 730185 59
     [java] Duration:	2 ms		Content: America dave 900548 54
     [java] Duration:	29 ms		Content: America harry 523627 54
     [java] Duration:	2 ms		Content: America harry 551222 50
     [java] Duration:	2 ms		Content: America dave 811033 33
     [java] Duration:	2 ms		Content: America bob 196265 35
     [java] Duration:	2 ms		Content: America dave 473729 53
     [java] Duration:	2 ms		Content: America bob 758543 34
     [java] Duration:	2 ms		Content: America bob 312001 56
     [java] Duration:	3 ms		Content: America harry 443465 45
     [java] Duration:	2 ms		Content: America fred 503683 31
     [java] Duration:	26 ms		Content: America dave 394915 47
     [java] Duration:	14 ms		Content: America dave 345008 58
     [java] Duration:	2 ms		Content: America bob 1000672 54
     [java] Duration:	2 ms		Content: America dave 166625 50
     [java] Duration:	2 ms		Content: America fred 40413 34
     [java] Duration:	25 ms		Content: America harry 317314 33
     [java] Duration:	2 ms		Content: America bob 727674 52
     [java] Duration:	2 ms		Content: America harry 395408 49
     [java] Duration:	12 ms		Content: America bob 27367 52
     [java] Duration:	2 ms		Content: America bob 157088 59
     [java] Duration:	27 ms		Content: America fred 317880 53
     [java] Duration:	22 ms		Content: America bob 295849 33
     [java] Duration:	24 ms		Content: America harry 321699 52
     [java] Duration:	2 ms		Content: America bob 572657 31
     [java] Duration:	2 ms		Content: America bob 278385 34
     [java] Duration:	2 ms		Content: America dave 665067 40
     [java] Duration:	2 ms		Content: America harry 681173 35
     [java] Duration:	2 ms		Content: America dave 70982 55
     [java] Duration:	2 ms		Content: America dave 743185 45
     [java] Duration:	2 ms		Content: America harry 502567 59
     [java] Duration:	2 ms		Content: America bob 967831 44
     [java] Duration:	26 ms		Content: America harry 166321 33
     [java] Duration:	2 ms		Content: America harry 594862 58
     [java] Duration:	2 ms		Content: America dave 244055 59
     [java] Duration:	2 ms		Content: America bob 1031047 34
     [java] Duration:	2 ms		Content: America harry 445486 43
     [java] Duration:	2 ms		Content: America fred 896643 55
     [java] Duration:	3 ms		Content: America bob 368844 58
     [java] Duration:	2 ms		Content: America bob 671957 50
     [java] Duration:	3 ms		Content: America harry 536800 49
     [java] Duration:	26 ms		Content: America bob 514819 34
     [java] Duration:	2 ms		Content: America harry 353824 31
     [java] Duration:	2 ms		Content: America bob 687789 52
     [java] Duration:	3 ms		Content: America bob 584445 41
     [java] Duration:	2 ms		Content: America fred 747267 58
     [java] Duration:	2 ms		Content: America bob 849341 43
     [java] Duration:	24 ms		Content: America bob 617633 43
     [java] Duration:	3 ms		Content: America harry 295639 58
     [java] Duration:	2 ms		Content: America harry 774275 49
     [java] Duration:	2 ms		Content: America dave 410262 43
     [java] Duration:	2 ms		Content: America dave 934046 32
     [java] Duration:	2 ms		Content: America dave 294846 43
     [java] Duration:	2 ms		Content: America harry 7742 59
     [java] Duration:	2 ms		Content: America bob 559927 35
     [java] Duration:	2 ms		Content: America fred 731033 53
     [java] Duration:	4 ms		Content: America dave 68943 48
     [java] Duration:	29 ms		Content: America dave 262376 50
     [java] Duration:	2 ms		Content: America harry 820682 39
     [java] Duration:	2 ms		Content: America fred 19331 41
     [java] Duration:	2 ms		Content: America bob 188055 34
     [java] Duration:	3 ms		Content: America fred 447504 30
     [java] Duration:	2 ms		Content: America fred 129173 39
     [java] Duration:	5 ms		Content: America dave 54072 50
     [java] Duration:	25 ms		Content: America fred 85452 39
     [java] Duration:	2 ms		Content: America harry 533429 39
     [java] Duration:	2 ms		Content: America dave 605540 41
     [java] Duration:	2 ms		Content: America harry 182025 35
     [java] Duration:	2 ms		Content: America bob 985507 42
     [java] Duration:	2 ms		Content: America fred 412276 52
     [java] Duration:	2 ms		Content: America harry 397037 42
     [java] Duration:	2 ms		Content: America harry 318734 46
     [java] Duration:	5 ms		Content: America dave 564525 57
     [java] Duration:	8 ms		Content: America dave 307079 33
     [java] Duration:	4 ms		Content: America harry 408434 31
     [java] Duration:	2 ms		Content: America harry 75763 41
     [java] Duration:	2 ms		Content: America fred 956653 48
     [java] Duration:	2 ms		Content: America dave 591950 51
     [java] Duration:	2 ms		Content: America dave 762902 45
     [java] Duration:	2 ms		Content: America bob 998654 32
     [java] Duration:	2 ms		Content: America harry 307006 37
     [java] Duration:	2 ms		Content: America bob 616940 32
     [java] Duration:	2 ms		Content: America bob 278560 31
     [java] Duration:	2 ms		Content: America bob 927467 41
     [java] Duration:	2 ms		Content: America bob 460632 57
     [java] Duration:	2 ms		Content: America harry 414055 41
     [java] Duration:	2 ms		Content: America bob 90875 39
     [java] Duration:	2 ms		Content: America dave 108287 57
     [java] Duration:	8 ms		Content: America fred 423222 37
     [java] Duration:	8 ms		Content: America bob 866089 50
     [java] Duration:	2 ms		Content: America fred 505632 55
     [java] Duration:	25 ms		Content: America fred 974836 54
     [java] Duration:	3 ms		Content: America dave 392544 50
     [java] Duration:	3 ms		Content: America bob 109072 37
     [java] Duration:	2 ms		Content: America harry 488218 59
     [java] Duration:	2 ms		Content: America bob 218010 42
     [java] Duration:	3 ms		Content: America fred 173553 38
     [java] Duration:	2 ms		Content: America harry 455233 45
     [java] Duration:	2 ms		Content: America harry 406712 41
     [java] Duration:	2 ms		Content: America harry 237535 51
     [java] Duration:	2 ms		Content: America harry 550542 50
     [java] Duration:	1 ms		Content: America harry 278698 45
     [java] Duration:	2 ms		Content: America harry 351506 42
     [java] Duration:	2 ms		Content: America bob 255656 38
     [java] Duration:	2 ms		Content: America harry 139988 47
     [java] Duration:	2 ms		Content: America bob 891306 48
     [java] Duration:	3 ms		Content: America fred 930377 54
     [java] Duration:	2 ms		Content: America harry 870691 30
     [java] Duration:	2 ms		Content: America harry 578181 32
     [java] Duration:	22 ms		Content: America bob 973725 46
     [java] Duration:	2 ms		Content: America fred 239134 51
     [java] Duration:	3 ms		Content: America dave 925595 59
     [java] Duration:	2 ms		Content: America bob 582713 34
     [java] Duration:	2 ms		Content: America dave 663819 51
     [java] Duration:	2 ms		Content: America bob 876082 58
     [java] Duration:	3 ms		Content: America fred 400750 37
     [java] Duration:	2 ms		Content: America harry 120444 43
     [java] Duration:	2 ms		Content: America harry 765432 30
     [java] Duration:	2 ms		Content: America bob 208988 49
     [java] Duration:	2 ms		Content: America harry 369335 35
     [java] Duration:	2 ms		Content: America bob 527418 59
     [java] Duration:	2 ms		Content: America dave 179297 33
     [java] Duration:	2 ms		Content: America fred 534259 41
     [java] Duration:	2 ms		Content: America fred 400735 42
     [java] Duration:	2 ms		Content: America bob 841752 39
     [java] Duration:	2 ms		Content: America bob 899376 52
     [java] Duration:	2 ms		Content: America bob 688576 37
     [java] Duration:	2 ms		Content: America fred 1003167 40
     [java] Duration:	2 ms		Content: America fred 864962 45
     [java] Duration:	2 ms		Content: America bob 687341 50
     [java] Duration:	2 ms		Content: America fred 458093 55
     [java] Duration:	2 ms		Content: America dave 398270 33
     [java] Duration:	2 ms		Content: America fred 581230 31
     [java] Duration:	4 ms		Content: America dave 992853 58
     [java] Duration:	2 ms		Content: America bob 698262 58
     [java] Duration:	2 ms		Content: America bob 603536 47
     [java] Duration:	2 ms		Content: America dave 913862 52
     [java] Duration:	2 ms		Content: America dave 564301 50
     [java] Duration:	25 ms		Content: America harry 204317 40
     [java] Duration:	2 ms		Content: America bob 574868 38
     [java] Duration:	3 ms		Content: America dave 1030695 41
     [java] Duration:	3 ms		Content: America dave 83242 52
     [java] Duration:	2 ms		Content: America harry 163952 42
     [java] Duration:	2 ms		Content: America dave 947634 38
     [java] Duration:	2 ms		Content: America dave 732292 56
     [java] Duration:	3 ms		Content: America bob 579100 49
     [java] Duration:	2 ms		Content: America bob 361777 37
     [java] Duration:	2 ms		Content: America fred 1025160 41
     [java] Duration:	2 ms		Content: America harry 133521 37
     [java] Duration:	2 ms		Content: America dave 1024869 39
     [java] Duration:	2 ms		Content: America harry 510561 36
     [java] Duration:	2 ms		Content: America harry 774097 43
     [java] Duration:	2 ms		Content: America fred 229536 34
     [java] Duration:	2 ms		Content: America bob 636029 41
     [java] Duration:	2 ms		Content: America dave 460133 52
     [java] Duration:	2 ms		Content: America harry 509141 54
     [java] Duration:	2 ms		Content: America dave 807301 38
