Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	1962 ms		Content: America harry 849544 41
     [java] Duration:	2 ms		Content: America bob 221314 56
     [java] Duration:	2 ms		Content: America bob 1009380 32
     [java] Duration:	2 ms		Content: America harry 134687 46
     [java] Duration:	2 ms		Content: America bob 509144 41
     [java] Duration:	2 ms		Content: America fred 915248 48
     [java] Duration:	2 ms		Content: America dave 435338 34
     [java] Duration:	2 ms		Content: America dave 751870 52
     [java] Duration:	2 ms		Content: America fred 313546 58
     [java] Duration:	3 ms		Content: America fred 395593 46
     [java] Duration:	2 ms		Content: America fred 267818 53
     [java] Duration:	2 ms		Content: America bob 118388 59
     [java] Duration:	2 ms		Content: America fred 522611 40
     [java] Duration:	2 ms		Content: America dave 259929 42
     [java] Duration:	2 ms		Content: America dave 783308 35
     [java] Duration:	2 ms		Content: America dave 871962 59
     [java] Duration:	2 ms		Content: America harry 976012 36
     [java] Duration:	2 ms		Content: America fred 710500 36
     [java] Duration:	2 ms		Content: America dave 933714 53
     [java] Duration:	2 ms		Content: America harry 314147 40
     [java] Duration:	2 ms		Content: America harry 355705 38
     [java] Duration:	2 ms		Content: America fred 654745 44
     [java] Duration:	2 ms		Content: America harry 449023 38
     [java] Duration:	2 ms		Content: America bob 923244 35
     [java] Duration:	20 ms		Content: America dave 1016783 52
     [java] Duration:	2 ms		Content: America harry 947762 51
     [java] Duration:	3 ms		Content: America bob 694683 51
     [java] Duration:	2 ms		Content: America bob 260137 37
     [java] Duration:	2 ms		Content: America dave 375614 41
     [java] Duration:	2 ms		Content: America fred 948441 37
     [java] Duration:	2 ms		Content: America dave 531849 59
     [java] Duration:	2 ms		Content: America dave 853342 48
     [java] Duration:	2 ms		Content: America fred 82094 59
     [java] Duration:	2 ms		Content: America bob 333531 56
     [java] Duration:	2 ms		Content: America bob 184115 35
     [java] Duration:	4 ms		Content: America dave 142750 33
     [java] Duration:	3 ms		Content: America dave 629327 46
     [java] Duration:	2 ms		Content: America harry 758367 37
     [java] Duration:	2 ms		Content: America dave 752439 30
     [java] Duration:	2 ms		Content: America bob 50142 42
     [java] Duration:	2 ms		Content: America bob 865090 43
     [java] Duration:	3 ms		Content: America fred 631141 51
     [java] Duration:	2 ms		Content: America harry 36167 49
     [java] Duration:	2 ms		Content: America harry 398591 58
     [java] Duration:	2 ms		Content: America fred 985824 30
     [java] Duration:	2 ms		Content: America bob 118683 59
     [java] Duration:	2 ms		Content: America fred 603168 53
     [java] Duration:	2 ms		Content: America dave 666765 36
     [java] Duration:	2 ms		Content: America harry 57347 36
     [java] Duration:	3 ms		Content: America dave 815668 30
     [java] Duration:	7 ms		Content: America dave 282911 45
     [java] Duration:	3 ms		Content: America dave 247672 58
     [java] Duration:	2 ms		Content: America harry 359863 45
     [java] Duration:	2 ms		Content: America dave 861388 46
     [java] Duration:	2 ms		Content: America fred 302038 36
     [java] Duration:	2 ms		Content: America bob 260580 45
     [java] Duration:	1 ms		Content: America bob 838750 35
     [java] Duration:	2 ms		Content: America fred 868817 45
     [java] Duration:	2 ms		Content: America harry 397745 52
     [java] Duration:	2 ms		Content: America harry 1035286 30
     [java] Duration:	2 ms		Content: America bob 7434 57
     [java] Duration:	2 ms		Content: America harry 241772 36
     [java] Duration:	2 ms		Content: America bob 108585 44
     [java] Duration:	3 ms		Content: America fred 1040168 52
     [java] Duration:	2 ms		Content: America dave 831464 47
     [java] Duration:	1 ms		Content: America bob 1042659 49
     [java] Duration:	2 ms		Content: America bob 526587 41
     [java] Duration:	2 ms		Content: America dave 563392 44
     [java] Duration:	2 ms		Content: America bob 220835 35
     [java] Duration:	2 ms		Content: America fred 338733 30
     [java] Duration:	2 ms		Content: America dave 288764 49
     [java] Duration:	3 ms		Content: America bob 702748 30
     [java] Duration:	2 ms		Content: America harry 785550 35
     [java] Duration:	2 ms		Content: America dave 738872 35
     [java] Duration:	3 ms		Content: America fred 492693 43
     [java] Duration:	2 ms		Content: America fred 437455 54
     [java] Duration:	2 ms		Content: America fred 101287 46
     [java] Duration:	2 ms		Content: America harry 879739 33
     [java] Duration:	2 ms		Content: America fred 1026666 41
     [java] Duration:	2 ms		Content: America dave 145211 43
     [java] Duration:	2 ms		Content: America dave 572434 51
     [java] Duration:	2 ms		Content: America dave 827571 38
     [java] Duration:	2 ms		Content: America fred 837845 38
     [java] Duration:	3 ms		Content: America fred 380977 50
     [java] Duration:	3 ms		Content: America fred 388716 51
     [java] Duration:	6 ms		Content: America harry 735065 58
     [java] Duration:	2 ms		Content: America dave 263098 43
     [java] Duration:	2 ms		Content: America harry 955002 48
     [java] Duration:	2 ms		Content: America bob 230735 54
     [java] Duration:	22 ms		Content: America harry 29453 51
     [java] Duration:	2 ms		Content: America dave 112098 44
     [java] Duration:	2 ms		Content: America fred 783850 41
     [java] Duration:	3 ms		Content: America dave 1039036 33
     [java] Duration:	2 ms		Content: America dave 972665 56
     [java] Duration:	2 ms		Content: America dave 377196 33
     [java] Duration:	2 ms		Content: America fred 170569 44
     [java] Duration:	2 ms		Content: America fred 364427 45
     [java] Duration:	2 ms		Content: America fred 238401 40
     [java] Duration:	2 ms		Content: America bob 983569 34
     [java] Duration:	2 ms		Content: America bob 242920 40
     [java] Duration:	2 ms		Content: America harry 379093 44
     [java] Duration:	2 ms		Content: America dave 649847 35
     [java] Duration:	2 ms		Content: America dave 1000134 39
     [java] Duration:	2 ms		Content: America fred 759005 36
     [java] Duration:	2 ms		Content: America fred 896584 33
     [java] Duration:	2 ms		Content: America bob 899975 38
     [java] Duration:	2 ms		Content: America bob 622850 54
     [java] Duration:	2 ms		Content: America fred 81382 56
     [java] Duration:	2 ms		Content: America harry 343966 58
     [java] Duration:	2 ms		Content: America harry 197894 40
     [java] Duration:	2 ms		Content: America bob 888651 50
     [java] Duration:	2 ms		Content: America dave 598911 34
     [java] Duration:	2 ms		Content: America bob 672749 38
     [java] Duration:	5 ms		Content: America harry 904885 32
     [java] Duration:	2 ms		Content: America bob 266946 51
     [java] Duration:	2 ms		Content: America harry 600426 59
     [java] Duration:	2 ms		Content: America harry 413275 40
     [java] Duration:	2 ms		Content: America harry 833543 39
     [java] Duration:	3 ms		Content: America bob 452712 32
     [java] Duration:	2 ms		Content: America dave 757723 44
     [java] Duration:	2 ms		Content: America harry 589220 50
     [java] Duration:	2 ms		Content: America harry 542200 59
     [java] Duration:	5 ms		Content: America dave 490078 59
     [java] Duration:	7 ms		Content: America harry 27804 43
     [java] Duration:	3 ms		Content: America dave 55892 42
     [java] Duration:	2 ms		Content: America fred 1035603 36
     [java] Duration:	2 ms		Content: America fred 423884 51
     [java] Duration:	2 ms		Content: America bob 301855 42
     [java] Duration:	2 ms		Content: America harry 356059 55
     [java] Duration:	2 ms		Content: America fred 256433 35
     [java] Duration:	2 ms		Content: America harry 1015634 41
     [java] Duration:	2 ms		Content: America harry 800738 43
     [java] Duration:	2 ms		Content: America bob 985276 50
     [java] Duration:	2 ms		Content: America fred 813097 33
     [java] Duration:	2 ms		Content: America harry 860085 31
     [java] Duration:	3 ms		Content: America bob 793551 48
     [java] Duration:	2 ms		Content: America harry 878256 53
     [java] Duration:	3 ms		Content: America dave 2917 38
     [java] Duration:	2 ms		Content: America harry 811292 59
     [java] Duration:	2 ms		Content: America fred 488997 34
     [java] Duration:	2 ms		Content: America dave 692551 32
     [java] Duration:	2 ms		Content: America dave 854287 51
     [java] Duration:	5 ms		Content: America fred 382638 48
     [java] Duration:	2 ms		Content: America dave 420657 39
     [java] Duration:	22 ms		Content: America harry 859584 30
     [java] Duration:	2 ms		Content: America harry 314003 36
     [java] Duration:	2 ms		Content: America bob 575591 44
     [java] Duration:	2 ms		Content: America dave 137115 48
     [java] Duration:	2 ms		Content: America bob 707015 34
     [java] Duration:	2 ms		Content: America bob 84257 44
     [java] Duration:	2 ms		Content: America fred 252924 31
     [java] Duration:	2 ms		Content: America dave 972587 30
     [java] Duration:	2 ms		Content: America fred 925360 58
     [java] Duration:	2 ms		Content: America dave 66143 46
     [java] Duration:	2 ms		Content: America dave 460071 37
     [java] Duration:	2 ms		Content: America harry 804595 53
     [java] Duration:	2 ms		Content: America bob 442158 43
     [java] Duration:	3 ms		Content: America dave 291977 40
     [java] Duration:	3 ms		Content: America fred 161341 30
     [java] Duration:	3 ms		Content: America fred 262517 35
     [java] Duration:	2 ms		Content: America bob 659398 32
     [java] Duration:	3 ms		Content: America fred 492003 44
     [java] Duration:	2 ms		Content: America fred 822529 39
     [java] Duration:	16 ms		Content: America bob 859079 32
     [java] Duration:	7 ms		Content: America fred 111714 45
     [java] Duration:	3 ms		Content: America fred 393250 34
     [java] Duration:	2 ms		Content: America harry 577916 55
     [java] Duration:	2 ms		Content: America bob 477445 38
     [java] Duration:	2 ms		Content: America fred 411650 54
     [java] Duration:	2 ms		Content: America dave 443668 59
     [java] Duration:	2 ms		Content: America fred 545134 37
     [java] Duration:	2 ms		Content: America harry 86324 53
     [java] Duration:	2 ms		Content: America bob 58162 55
     [java] Duration:	2 ms		Content: America harry 993815 38
     [java] Duration:	2 ms		Content: America fred 587304 37
     [java] Duration:	3 ms		Content: America harry 724619 48
     [java] Duration:	2 ms		Content: America dave 941585 53
     [java] Duration:	2 ms		Content: America bob 751630 51
     [java] Duration:	2 ms		Content: America dave 501984 41
     [java] Duration:	2 ms		Content: America dave 719735 58
     [java] Duration:	4 ms		Content: America fred 483288 56
     [java] Duration:	2 ms		Content: America fred 649555 58
     [java] Duration:	2 ms		Content: America dave 964181 48
     [java] Duration:	2 ms		Content: America fred 907494 56
     [java] Duration:	2 ms		Content: America bob 172916 54
     [java] Duration:	2 ms		Content: America fred 959150 37
     [java] Duration:	2 ms		Content: America bob 404074 51
     [java] Duration:	3 ms		Content: America dave 469869 56
     [java] Duration:	2 ms		Content: America bob 557922 32
     [java] Duration:	2 ms		Content: America bob 631744 56
     [java] Duration:	2 ms		Content: America bob 709264 55
     [java] Duration:	2 ms		Content: America dave 660073 50
     [java] Duration:	2 ms		Content: America bob 770624 57
     [java] Duration:	2 ms		Content: America fred 814684 52
     [java] Duration:	23 ms		Content: America dave 982822 45
     [java] Duration:	2 ms		Content: America fred 647900 44
     [java] Duration:	2 ms		Content: America bob 673125 33
     [java] Duration:	2 ms		Content: America harry 390932 39
     [java] Duration:	2 ms		Content: America dave 490430 49
     [java] Duration:	2 ms		Content: America dave 216026 39
     [java] Duration:	2 ms		Content: America bob 948190 37
     [java] Duration:	2 ms		Content: America fred 527330 53
     [java] Duration:	2 ms		Content: America bob 119007 53
     [java] Duration:	2 ms		Content: America dave 766044 32
     [java] Duration:	2 ms		Content: America fred 1012057 55
     [java] Duration:	2 ms		Content: America harry 734242 50
     [java] Duration:	2 ms		Content: America harry 899931 43
     [java] Duration:	2 ms		Content: America bob 173573 58
     [java] Duration:	2 ms		Content: America bob 109342 58
     [java] Duration:	2 ms		Content: America fred 283433 37
     [java] Duration:	2 ms		Content: America dave 696636 41
     [java] Duration:	2 ms		Content: America fred 966089 34
     [java] Duration:	2 ms		Content: America fred 370685 56
     [java] Duration:	3 ms		Content: America bob 721033 41
     [java] Duration:	2 ms		Content: America dave 470900 50
     [java] Duration:	2 ms		Content: America harry 276158 39
     [java] Duration:	2 ms		Content: America harry 909313 52
     [java] Duration:	2 ms		Content: America harry 477901 34
     [java] Duration:	2 ms		Content: America fred 686307 30
     [java] Duration:	2 ms		Content: America dave 725016 35
     [java] Duration:	2 ms		Content: America harry 827687 46
     [java] Duration:	8 ms		Content: America dave 124569 44
     [java] Duration:	4 ms		Content: America fred 322507 38
     [java] Duration:	9 ms		Content: America bob 979526 53
     [java] Duration:	2 ms		Content: America dave 1003430 42
     [java] Duration:	3 ms		Content: America bob 579928 51
     [java] Duration:	2 ms		Content: America dave 983537 58
     [java] Duration:	3 ms		Content: America fred 732016 44
     [java] Duration:	2 ms		Content: America harry 730714 38
     [java] Duration:	6 ms		Content: America dave 290655 35
     [java] Duration:	2 ms		Content: America fred 734578 48
     [java] Duration:	3 ms		Content: America harry 1037777 59
     [java] Duration:	3 ms		Content: America harry 241313 30
     [java] Duration:	2 ms		Content: America dave 161289 40
     [java] Duration:	2 ms		Content: America bob 574746 33
     [java] Duration:	2 ms		Content: America dave 737899 34
     [java] Duration:	4 ms		Content: America fred 705154 58
     [java] Duration:	2 ms		Content: America harry 505508 50
     [java] Duration:	2 ms		Content: America bob 143951 30
     [java] Duration:	3 ms		Content: America bob 508980 44
     [java] Duration:	2 ms		Content: America dave 651322 50
     [java] Duration:	2 ms		Content: America harry 443150 42
     [java] Duration:	2 ms		Content: America bob 189665 54
     [java] Duration:	3 ms		Content: America fred 363357 55
     [java] Duration:	2 ms		Content: America bob 862021 59
     [java] Duration:	2 ms		Content: America dave 933073 52
     [java] Duration:	2 ms		Content: America harry 362974 50
     [java] Duration:	24 ms		Content: America bob 637311 47
     [java] Duration:	2 ms		Content: America fred 334044 51
     [java] Duration:	2 ms		Content: America bob 298755 51
     [java] Duration:	2 ms		Content: America bob 251454 40
     [java] Duration:	2 ms		Content: America fred 936567 40
     [java] Duration:	2 ms		Content: America dave 904237 40
     [java] Duration:	2 ms		Content: America fred 659085 32
     [java] Duration:	2 ms		Content: America dave 22675 54
     [java] Duration:	2 ms		Content: America harry 831079 53
     [java] Duration:	3 ms		Content: America harry 751134 40
     [java] Duration:	2 ms		Content: America harry 53158 38
     [java] Duration:	2 ms		Content: America harry 309782 43
     [java] Duration:	2 ms		Content: America dave 627644 44
     [java] Duration:	2 ms		Content: America fred 479270 58
     [java] Duration:	2 ms		Content: America fred 77301 44
     [java] Duration:	2 ms		Content: America harry 1030976 48
     [java] Duration:	2 ms		Content: America harry 112755 49
     [java] Duration:	2 ms		Content: America bob 87754 35
     [java] Duration:	2 ms		Content: America dave 441235 41
     [java] Duration:	2 ms		Content: America harry 302818 30
     [java] Duration:	2 ms		Content: America harry 768913 34
     [java] Duration:	2 ms		Content: America harry 960931 32
     [java] Duration:	2 ms		Content: America fred 32084 36
     [java] Duration:	2 ms		Content: America dave 826329 32
     [java] Duration:	2 ms		Content: America bob 239537 54
     [java] Duration:	2 ms		Content: America bob 106804 51
     [java] Duration:	2 ms		Content: America fred 802027 47
     [java] Duration:	4 ms		Content: America bob 398827 51
     [java] Duration:	3 ms		Content: America fred 778453 53
     [java] Duration:	4 ms		Content: America harry 406984 39
     [java] Duration:	2 ms		Content: America harry 802619 56
     [java] Duration:	1 ms		Content: America harry 871671 32
     [java] Duration:	2 ms		Content: America harry 104167 31
     [java] Duration:	2 ms		Content: America harry 485973 35
     [java] Duration:	2 ms		Content: America fred 232146 39
     [java] Duration:	2 ms		Content: America bob 11123 59
     [java] Duration:	2 ms		Content: America harry 388961 57
     [java] Duration:	2 ms		Content: America bob 15106 32
     [java] Duration:	2 ms		Content: America bob 234447 44
     [java] Duration:	2 ms		Content: America bob 583045 47
     [java] Duration:	2 ms		Content: America dave 628502 43
     [java] Duration:	2 ms		Content: America harry 652278 53
     [java] Duration:	2 ms		Content: America fred 576397 31
     [java] Duration:	2 ms		Content: America fred 521520 35
     [java] Duration:	2 ms		Content: America harry 978376 32
     [java] Duration:	2 ms		Content: America bob 227175 34
     [java] Duration:	2 ms		Content: America bob 405307 35
     [java] Duration:	8 ms		Content: America dave 602597 53
     [java] Duration:	31 ms		Content: America harry 250673 52
     [java] Duration:	2 ms		Content: America harry 539736 49
     [java] Duration:	3 ms		Content: America dave 800052 56
     [java] Duration:	2 ms		Content: America harry 364156 33
     [java] Duration:	4 ms		Content: America fred 220481 49
     [java] Duration:	5 ms		Content: America fred 317241 42
     [java] Duration:	2 ms		Content: America dave 579863 47
     [java] Duration:	2 ms		Content: America dave 291831 57
     [java] Duration:	2 ms		Content: America fred 81137 41
     [java] Duration:	2 ms		Content: America dave 691634 34
     [java] Duration:	2 ms		Content: America bob 407254 58
     [java] Duration:	2 ms		Content: America harry 425357 49
     [java] Duration:	2 ms		Content: America harry 779921 33
     [java] Duration:	2 ms		Content: America fred 1012733 32
     [java] Duration:	2 ms		Content: America fred 399543 41
     [java] Duration:	2 ms		Content: America dave 921448 53
     [java] Duration:	2 ms		Content: America bob 722834 35
     [java] Duration:	2 ms		Content: America harry 475122 48
     [java] Duration:	2 ms		Content: America harry 772060 42
     [java] Duration:	2 ms		Content: America harry 8489 34
     [java] Duration:	24 ms		Content: America dave 557789 35
     [java] Duration:	2 ms		Content: America fred 1015919 46
     [java] Duration:	2 ms		Content: America bob 837163 57
     [java] Duration:	2 ms		Content: America fred 828313 52
     [java] Duration:	2 ms		Content: America harry 125292 47
     [java] Duration:	2 ms		Content: America bob 795396 52
     [java] Duration:	2 ms		Content: America dave 855974 46
     [java] Duration:	2 ms		Content: America fred 453155 34
     [java] Duration:	28 ms		Content: America harry 377667 33
     [java] Duration:	2 ms		Content: America dave 379339 55
     [java] Duration:	2 ms		Content: America dave 396262 34
     [java] Duration:	2 ms		Content: America dave 850060 57
     [java] Duration:	3 ms		Content: America fred 348484 50
     [java] Duration:	2 ms		Content: America fred 1035305 48
     [java] Duration:	2 ms		Content: America harry 535345 35
     [java] Duration:	2 ms		Content: America harry 182283 34
     [java] Duration:	25 ms		Content: America bob 183826 52
     [java] Duration:	7 ms		Content: America fred 1047217 50
     [java] Duration:	2 ms		Content: America harry 506073 47
     [java] Duration:	2 ms		Content: America fred 755763 40
     [java] Duration:	2 ms		Content: America dave 749609 36
     [java] Duration:	2 ms		Content: America harry 869522 40
     [java] Duration:	2 ms		Content: America bob 322215 51
     [java] Duration:	2 ms		Content: America fred 939120 33
     [java] Duration:	2 ms		Content: America harry 72843 41
     [java] Duration:	3 ms		Content: America dave 905251 33
     [java] Duration:	2 ms		Content: America fred 431863 49
     [java] Duration:	2 ms		Content: America dave 676220 49
     [java] Duration:	2 ms		Content: America harry 732365 45
     [java] Duration:	2 ms		Content: America fred 613315 30
     [java] Duration:	2 ms		Content: America fred 324796 58
     [java] Duration:	2 ms		Content: America dave 322583 37
     [java] Duration:	2 ms		Content: America dave 587786 34
     [java] Duration:	2 ms		Content: America bob 849115 52
     [java] Duration:	2 ms		Content: America fred 970214 59
     [java] Duration:	3 ms		Content: America bob 919169 40
     [java] Duration:	2 ms		Content: America dave 575794 48
     [java] Duration:	2 ms		Content: America fred 730119 53
     [java] Duration:	2 ms		Content: America bob 381378 48
     [java] Duration:	2 ms		Content: America dave 788853 33
     [java] Duration:	2 ms		Content: America harry 993643 40
     [java] Duration:	2 ms		Content: America bob 801654 45
     [java] Duration:	2 ms		Content: America harry 929244 30
     [java] Duration:	2 ms		Content: America bob 822070 42
     [java] Duration:	2 ms		Content: America harry 866186 55
     [java] Duration:	2 ms		Content: America fred 582494 56
     [java] Duration:	2 ms		Content: America dave 1045561 31
     [java] Duration:	2 ms		Content: America harry 907246 58
     [java] Duration:	2 ms		Content: America bob 606622 42
     [java] Duration:	2 ms		Content: America dave 226244 38
     [java] Duration:	2 ms		Content: America fred 365168 48
     [java] Duration:	3 ms		Content: America dave 990720 45
     [java] Duration:	2 ms		Content: America fred 970540 53
     [java] Duration:	2 ms		Content: America fred 1867 49
     [java] Duration:	1 ms		Content: America fred 452828 30
     [java] Duration:	2 ms		Content: America fred 400148 53
     [java] Duration:	2 ms		Content: America fred 939578 52
     [java] Duration:	2 ms		Content: America harry 990109 47
     [java] Duration:	2 ms		Content: America dave 221517 41
     [java] Duration:	2 ms		Content: America dave 812927 46
     [java] Duration:	2 ms		Content: America bob 542336 49
     [java] Duration:	4 ms		Content: America dave 93646 30
     [java] Duration:	2 ms		Content: America bob 224240 36
     [java] Duration:	2 ms		Content: America fred 993631 51
     [java] Duration:	3 ms		Content: America dave 131318 31
     [java] Duration:	2 ms		Content: America fred 438184 52
     [java] Duration:	2 ms		Content: America harry 621725 47
     [java] Duration:	2 ms		Content: America dave 660232 51
     [java] Duration:	3 ms		Content: America bob 559808 58
     [java] Duration:	2 ms		Content: America dave 760324 52
     [java] Duration:	2 ms		Content: America bob 13767 44
     [java] Duration:	25 ms		Content: America fred 712117 53
     [java] Duration:	4 ms		Content: America bob 451814 34
     [java] Duration:	2 ms		Content: America bob 91234 42
     [java] Duration:	2 ms		Content: America bob 316692 44
     [java] Duration:	2 ms		Content: America bob 685333 34
     [java] Duration:	2 ms		Content: America fred 737899 55
     [java] Duration:	2 ms		Content: America dave 667318 33
     [java] Duration:	2 ms		Content: America bob 910411 46
     [java] Duration:	26 ms		Content: America fred 198437 39
     [java] Duration:	2 ms		Content: America harry 323683 38
     [java] Duration:	3 ms		Content: America harry 1020885 49
     [java] Duration:	2 ms		Content: America fred 269178 41
     [java] Duration:	2 ms		Content: America fred 600347 36
     [java] Duration:	3 ms		Content: America dave 424783 37
     [java] Duration:	2 ms		Content: America bob 871755 56
     [java] Duration:	2 ms		Content: America dave 621434 39
     [java] Duration:	25 ms		Content: America dave 918061 52
     [java] Duration:	2 ms		Content: America harry 919151 40
     [java] Duration:	2 ms		Content: America bob 471120 53
     [java] Duration:	2 ms		Content: America harry 386447 56
     [java] Duration:	2 ms		Content: America dave 95265 59
     [java] Duration:	2 ms		Content: America bob 932106 59
     [java] Duration:	2 ms		Content: America dave 277349 51
     [java] Duration:	2 ms		Content: America harry 232110 43
     [java] Duration:	2 ms		Content: America harry 445171 33
     [java] Duration:	25 ms		Content: America bob 634500 55
     [java] Duration:	3 ms		Content: America bob 987284 53
     [java] Duration:	2 ms		Content: America fred 323113 58
     [java] Duration:	2 ms		Content: America bob 695670 59
     [java] Duration:	2 ms		Content: America bob 675037 47
     [java] Duration:	5 ms		Content: America harry 849322 53
     [java] Duration:	2 ms		Content: America harry 268429 42
     [java] Duration:	2 ms		Content: America fred 785368 40
     [java] Duration:	83 ms		Content: America harry 908712 30
     [java] Duration:	2 ms		Content: America dave 519611 54
     [java] Duration:	2 ms		Content: America dave 715896 32
     [java] Duration:	2 ms		Content: America fred 86764 43
     [java] Duration:	2 ms		Content: America dave 922548 48
     [java] Duration:	25 ms		Content: America fred 924145 37
     [java] Duration:	2 ms		Content: America bob 68496 50
     [java] Duration:	2 ms		Content: America dave 970670 44
     [java] Duration:	2 ms		Content: America harry 516001 47
     [java] Duration:	2 ms		Content: America bob 683861 45
     [java] Duration:	2 ms		Content: America dave 512577 41
     [java] Duration:	2 ms		Content: America harry 627179 52
     [java] Duration:	2 ms		Content: America bob 813892 30
     [java] Duration:	2 ms		Content: America dave 120664 36
     [java] Duration:	25 ms		Content: America harry 121066 48
     [java] Duration:	3 ms		Content: America harry 156422 46
     [java] Duration:	2 ms		Content: America fred 318261 56
     [java] Duration:	2 ms		Content: America dave 1025544 52
     [java] Duration:	2 ms		Content: America harry 267505 49
     [java] Duration:	2 ms		Content: America harry 160465 32
     [java] Duration:	2 ms		Content: America fred 287520 37
     [java] Duration:	3 ms		Content: America dave 480910 42
     [java] Duration:	2 ms		Content: America fred 776140 59
     [java] Duration:	25 ms		Content: America fred 267252 45
     [java] Duration:	2 ms		Content: America dave 352331 48
     [java] Duration:	3 ms		Content: America bob 842010 53
     [java] Duration:	2 ms		Content: America dave 63866 56
     [java] Duration:	39 ms		Content: America fred 825323 37
     [java] Duration:	2 ms		Content: America harry 844447 57
     [java] Duration:	2 ms		Content: America harry 807089 53
     [java] Duration:	2 ms		Content: America dave 961222 40
     [java] Duration:	2 ms		Content: America bob 920 59
     [java] Duration:	2 ms		Content: America dave 189133 54
     [java] Duration:	2 ms		Content: America harry 298816 31
     [java] Duration:	2 ms		Content: America dave 634562 38
     [java] Duration:	2 ms		Content: America bob 320881 54
     [java] Duration:	26 ms		Content: America fred 438394 32
     [java] Duration:	2 ms		Content: America fred 675630 52
     [java] Duration:	3 ms		Content: America bob 1033536 55
     [java] Duration:	2 ms		Content: America dave 24802 37
     [java] Duration:	2 ms		Content: America fred 588091 52
     [java] Duration:	3 ms		Content: America bob 868129 35
     [java] Duration:	2 ms		Content: America harry 743060 53
     [java] Duration:	2 ms		Content: America fred 1018850 51
     [java] Duration:	82 ms		Content: America dave 326909 36
     [java] Duration:	40 ms		Content: America fred 676595 59
     [java] Duration:	2 ms		Content: America harry 468698 58
     [java] Duration:	2 ms		Content: America fred 215011 47
     [java] Duration:	2 ms		Content: America harry 960949 49
     [java] Total Duration:	7 sec		Inserts: 1000

BUILD SUCCESSFUL
Total time: 10 seconds
