Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	268 ms		Content: Europe alice 939743 58
     [java] Duration:	2 ms		Content: Europe carol 462417 54
     [java] Duration:	2 ms		Content: Europe gary 260468 39
     [java] Duration:	2 ms		Content: Europe alice 493267 39
     [java] Duration:	2 ms		Content: Europe eve 339601 46
     [java] Duration:	2 ms		Content: Europe gary 380264 50
     [java] Duration:	2 ms		Content: Europe eve 837426 41
     [java] Duration:	2 ms		Content: Europe alice 498730 58
     [java] Duration:	2 ms		Content: Europe carol 548093 53
     [java] Duration:	2 ms		Content: Europe alice 730996 52
     [java] Duration:	2 ms		Content: Europe eve 1041205 55
     [java] Duration:	2 ms		Content: Europe eve 391196 36
     [java] Duration:	2 ms		Content: Europe alice 789662 36
     [java] Duration:	2 ms		Content: Europe alice 990004 35
     [java] Duration:	3 ms		Content: Europe carol 267212 38
     [java] Duration:	2 ms		Content: Europe eve 980751 41
     [java] Duration:	2 ms		Content: Europe gary 427094 52
     [java] Duration:	2 ms		Content: Europe eve 982342 32
     [java] Duration:	2 ms		Content: Europe eve 13265 36
     [java] Duration:	2 ms		Content: Europe gary 968628 47
     [java] Duration:	2 ms		Content: Europe carol 190384 37
     [java] Duration:	2 ms		Content: Europe carol 725820 45
     [java] Duration:	2 ms		Content: Europe gary 996255 47
     [java] Duration:	2 ms		Content: Europe alice 1149 33
     [java] Duration:	2 ms		Content: Europe eve 548437 38
     [java] Duration:	2 ms		Content: Europe eve 635087 52
     [java] Duration:	2 ms		Content: Europe alice 766160 47
     [java] Duration:	2 ms		Content: Europe gary 879276 51
     [java] Duration:	2 ms		Content: Europe carol 895312 47
     [java] Duration:	2 ms		Content: Europe alice 642450 41
     [java] Duration:	2 ms		Content: Europe carol 438698 56
     [java] Duration:	2 ms		Content: Europe carol 217260 59
     [java] Duration:	2 ms		Content: Europe gary 311716 48
     [java] Duration:	2 ms		Content: Europe gary 791894 46
     [java] Duration:	2 ms		Content: Europe eve 592212 49
     [java] Duration:	3 ms		Content: Europe alice 248346 35
     [java] Duration:	2 ms		Content: Europe carol 815707 50
     [java] Duration:	2 ms		Content: Europe carol 130078 36
     [java] Duration:	2 ms		Content: Europe carol 240634 48
     [java] Duration:	2 ms		Content: Europe eve 285067 54
     [java] Duration:	2 ms		Content: Europe alice 45689 44
     [java] Duration:	2 ms		Content: Europe alice 615397 53
     [java] Duration:	2 ms		Content: Europe alice 170383 55
     [java] Duration:	2 ms		Content: Europe gary 559664 32
     [java] Duration:	2 ms		Content: Europe eve 591217 32
     [java] Duration:	2 ms		Content: Europe alice 305816 43
     [java] Duration:	2 ms		Content: Europe gary 628608 37
     [java] Duration:	2 ms		Content: Europe alice 488109 51
     [java] Duration:	2 ms		Content: Europe eve 216677 48
     [java] Duration:	2 ms		Content: Europe gary 198032 31
     [java] Duration:	2 ms		Content: Europe gary 985270 53
     [java] Duration:	2 ms		Content: Europe eve 481814 55
     [java] Duration:	4 ms		Content: Europe gary 786477 33
     [java] Duration:	2 ms		Content: Europe eve 862580 35
     [java] Duration:	2 ms		Content: Europe alice 320594 39
     [java] Duration:	2 ms		Content: Europe alice 107681 49
     [java] Duration:	2 ms		Content: Europe alice 449899 59
     [java] Duration:	2 ms		Content: Europe eve 288220 58
     [java] Duration:	2 ms		Content: Europe eve 191042 31
     [java] Duration:	2 ms		Content: Europe gary 1028823 51
     [java] Duration:	2 ms		Content: Europe eve 1033476 53
     [java] Duration:	2 ms		Content: Europe alice 349982 56
     [java] Duration:	2 ms		Content: Europe carol 21801 38
     [java] Duration:	7 ms		Content: Europe carol 8205 58
     [java] Duration:	2 ms		Content: Europe gary 869419 44
     [java] Duration:	2 ms		Content: Europe gary 959144 55
     [java] Duration:	2 ms		Content: Europe eve 704364 55
     [java] Duration:	2 ms		Content: Europe gary 667590 50
     [java] Duration:	2 ms		Content: Europe carol 560061 53
     [java] Duration:	2 ms		Content: Europe gary 270051 33
     [java] Duration:	4 ms		Content: Europe eve 512267 47
     [java] Duration:	2 ms		Content: Europe alice 876795 55
     [java] Duration:	2 ms		Content: Europe alice 747279 37
     [java] Duration:	2 ms		Content: Europe carol 21236 36
     [java] Duration:	2 ms		Content: Europe alice 1010102 51
     [java] Duration:	2 ms		Content: Europe gary 388803 49
     [java] Duration:	2 ms		Content: Europe alice 401993 42
     [java] Duration:	2 ms		Content: Europe eve 731380 50
     [java] Duration:	2 ms		Content: Europe alice 256502 40
     [java] Duration:	2 ms		Content: Europe eve 533156 57
     [java] Duration:	2 ms		Content: Europe eve 1040980 50
     [java] Duration:	2 ms		Content: Europe carol 754158 42
     [java] Duration:	2 ms		Content: Europe eve 86902 51
     [java] Duration:	2 ms		Content: Europe carol 404145 53
     [java] Duration:	2 ms		Content: Europe alice 818161 51
     [java] Duration:	2 ms		Content: Europe carol 613072 47
     [java] Duration:	2 ms		Content: Europe eve 870262 50
     [java] Duration:	2 ms		Content: Europe eve 772142 54
     [java] Duration:	2 ms		Content: Europe eve 904912 54
     [java] Duration:	2 ms		Content: Europe alice 745370 35
     [java] Duration:	2 ms		Content: Europe alice 542500 32
     [java] Duration:	2 ms		Content: Europe gary 820872 32
     [java] Duration:	2 ms		Content: Europe carol 278705 51
     [java] Duration:	2 ms		Content: Europe gary 650118 33
     [java] Duration:	2 ms		Content: Europe eve 694260 33
     [java] Duration:	2 ms		Content: Europe gary 713390 46
     [java] Duration:	2 ms		Content: Europe gary 794451 57
     [java] Duration:	2 ms		Content: Europe gary 265344 32
     [java] Duration:	2 ms		Content: Europe alice 991855 38
     [java] Duration:	2 ms		Content: Europe alice 934755 36
     [java] Duration:	2 ms		Content: Europe eve 270999 41
     [java] Duration:	2 ms		Content: Europe alice 750372 52
     [java] Duration:	4 ms		Content: Europe carol 958391 35
     [java] Duration:	2 ms		Content: Europe gary 196819 51
     [java] Duration:	2 ms		Content: Europe gary 358024 58
     [java] Duration:	3 ms		Content: Europe carol 608695 52
     [java] Duration:	2 ms		Content: Europe gary 214492 34
     [java] Duration:	2 ms		Content: Europe gary 122848 48
     [java] Duration:	7 ms		Content: Europe alice 971546 35
     [java] Duration:	2 ms		Content: Europe gary 1015996 32
     [java] Duration:	3 ms		Content: Europe carol 946277 52
     [java] Duration:	3 ms		Content: Europe eve 850077 48
     [java] Duration:	2 ms		Content: Europe eve 207154 57
     [java] Duration:	2 ms		Content: Europe gary 309944 39
     [java] Duration:	2 ms		Content: Europe gary 513500 46
     [java] Duration:	2 ms		Content: Europe gary 1008453 41
     [java] Duration:	2 ms		Content: Europe eve 525880 48
     [java] Duration:	2 ms		Content: Europe carol 648785 34
     [java] Duration:	2 ms		Content: Europe eve 640994 50
     [java] Duration:	2 ms		Content: Europe eve 941941 32
     [java] Duration:	2 ms		Content: Europe carol 29862 50
     [java] Duration:	2 ms		Content: Europe eve 641608 33
     [java] Duration:	2 ms		Content: Europe alice 824889 30
     [java] Duration:	2 ms		Content: Europe gary 514732 39
     [java] Duration:	2 ms		Content: Europe carol 329025 37
     [java] Duration:	2 ms		Content: Europe carol 986655 43
     [java] Duration:	2 ms		Content: Europe alice 67971 55
     [java] Duration:	2 ms		Content: Europe eve 518429 48
     [java] Duration:	2 ms		Content: Europe alice 574815 30
     [java] Duration:	2 ms		Content: Europe carol 272360 42
     [java] Duration:	2 ms		Content: Europe gary 1006777 58
     [java] Duration:	2 ms		Content: Europe eve 21179 52
     [java] Duration:	2 ms		Content: Europe eve 714548 51
     [java] Duration:	2 ms		Content: Europe gary 675983 43
     [java] Duration:	2 ms		Content: Europe gary 342102 41
     [java] Duration:	2 ms		Content: Europe alice 584120 50
     [java] Duration:	2 ms		Content: Europe alice 867733 57
     [java] Duration:	2 ms		Content: Europe gary 407340 37
     [java] Duration:	2 ms		Content: Europe carol 904143 38
     [java] Duration:	2 ms		Content: Europe alice 121897 37
     [java] Duration:	2 ms		Content: Europe carol 366719 36
     [java] Duration:	2 ms		Content: Europe alice 26171 38
     [java] Duration:	2 ms		Content: Europe eve 970110 31
     [java] Duration:	2 ms		Content: Europe alice 146278 56
     [java] Duration:	2 ms		Content: Europe carol 688045 43
     [java] Duration:	5 ms		Content: Europe alice 962118 49
     [java] Duration:	2 ms		Content: Europe alice 211531 41
     [java] Duration:	5 ms		Content: Europe gary 191872 56
     [java] Duration:	2 ms		Content: Europe carol 487447 38
     [java] Duration:	2 ms		Content: Europe gary 963942 45
     [java] Duration:	2 ms		Content: Europe gary 538979 58
     [java] Duration:	2 ms		Content: Europe gary 674758 36
     [java] Duration:	2 ms		Content: Europe gary 529510 51
     [java] Duration:	2 ms		Content: Europe gary 525629 30
     [java] Duration:	2 ms		Content: Europe alice 811223 56
     [java] Duration:	2 ms		Content: Europe eve 964723 53
     [java] Duration:	2 ms		Content: Europe alice 74679 41
     [java] Duration:	2 ms		Content: Europe gary 417347 33
     [java] Duration:	2 ms		Content: Europe carol 545465 58
     [java] Duration:	2 ms		Content: Europe eve 72128 36
     [java] Duration:	2 ms		Content: Europe alice 956578 50
     [java] Duration:	2 ms		Content: Europe gary 604960 56
     [java] Duration:	2 ms		Content: Europe eve 1022509 30
     [java] Duration:	2 ms		Content: Europe gary 838971 47
     [java] Duration:	2 ms		Content: Europe carol 885038 54
     [java] Duration:	2 ms		Content: Europe eve 101741 37
     [java] Duration:	2 ms		Content: Europe carol 518689 56
     [java] Duration:	2 ms		Content: Europe alice 356345 36
     [java] Duration:	2 ms		Content: Europe eve 602802 34
     [java] Duration:	2 ms		Content: Europe alice 907933 37
     [java] Duration:	2 ms		Content: Europe gary 341729 58
     [java] Duration:	2 ms		Content: Europe eve 436793 37
     [java] Duration:	2 ms		Content: Europe gary 222871 30
     [java] Duration:	2 ms		Content: Europe eve 180211 46
     [java] Duration:	2 ms		Content: Europe eve 798030 54
     [java] Duration:	2 ms		Content: Europe gary 306258 33
     [java] Duration:	2 ms		Content: Europe carol 107254 53
     [java] Duration:	2 ms		Content: Europe carol 199507 47
     [java] Duration:	2 ms		Content: Europe eve 1022367 43
     [java] Duration:	2 ms		Content: Europe eve 105058 31
     [java] Duration:	2 ms		Content: Europe alice 198499 55
     [java] Duration:	2 ms		Content: Europe carol 18511 49
     [java] Duration:	2 ms		Content: Europe alice 882838 40
     [java] Duration:	2 ms		Content: Europe gary 780489 48
     [java] Duration:	2 ms		Content: Europe gary 300996 57
     [java] Duration:	2 ms		Content: Europe gary 581965 44
     [java] Duration:	2 ms		Content: Europe gary 951489 50
     [java] Duration:	2 ms		Content: Europe carol 624826 30
     [java] Duration:	4 ms		Content: Europe eve 106505 44
     [java] Duration:	2 ms		Content: Europe alice 165811 52
     [java] Duration:	2 ms		Content: Europe eve 1026502 38
     [java] Duration:	2 ms		Content: Europe eve 286254 36
     [java] Duration:	2 ms		Content: Europe gary 901217 31
     [java] Duration:	2 ms		Content: Europe eve 131064 30
     [java] Duration:	2 ms		Content: Europe carol 800277 54
     [java] Duration:	2 ms		Content: Europe alice 865102 43
     [java] Duration:	2 ms		Content: Europe gary 20044 40
     [java] Duration:	2 ms		Content: Europe eve 62217 43
     [java] Duration:	2 ms		Content: Europe eve 916243 59
     [java] Duration:	2 ms		Content: Europe alice 875763 34
     [java] Duration:	2 ms		Content: Europe alice 28417 35
     [java] Duration:	2 ms		Content: Europe alice 2557 35
     [java] Duration:	2 ms		Content: Europe carol 893375 34
     [java] Duration:	2 ms		Content: Europe eve 879618 57
     [java] Duration:	2 ms		Content: Europe carol 1038313 37
     [java] Duration:	2 ms		Content: Europe alice 73467 37
     [java] Duration:	2 ms		Content: Europe eve 581918 51
     [java] Duration:	2 ms		Content: Europe alice 277655 59
     [java] Duration:	2 ms		Content: Europe eve 683422 57
     [java] Duration:	2 ms		Content: Europe gary 605019 41
     [java] Duration:	2 ms		Content: Europe eve 86280 44
     [java] Duration:	2 ms		Content: Europe alice 1038747 35
     [java] Duration:	2 ms		Content: Europe alice 245133 44
     [java] Duration:	2 ms		Content: Europe carol 242294 46
     [java] Duration:	2 ms		Content: Europe gary 23248 39
     [java] Duration:	2 ms		Content: Europe carol 927207 58
     [java] Duration:	2 ms		Content: Europe gary 720269 35
     [java] Duration:	2 ms		Content: Europe alice 716579 48
     [java] Duration:	2 ms		Content: Europe carol 138759 58
     [java] Duration:	2 ms		Content: Europe carol 126819 49
     [java] Duration:	2 ms		Content: Europe alice 199681 51
     [java] Duration:	2 ms		Content: Europe carol 344822 34
     [java] Duration:	2 ms		Content: Europe alice 38403 30
     [java] Duration:	2 ms		Content: Europe eve 41108 46
     [java] Duration:	3 ms		Content: Europe alice 511411 35
     [java] Duration:	2 ms		Content: Europe carol 898608 57
     [java] Duration:	2 ms		Content: Europe alice 276737 50
     [java] Duration:	2 ms		Content: Europe carol 169409 59
     [java] Duration:	2 ms		Content: Europe carol 848227 41
     [java] Duration:	4 ms		Content: Europe eve 311817 54
     [java] Duration:	2 ms		Content: Europe eve 114637 35
     [java] Duration:	2 ms		Content: Europe gary 282736 43
     [java] Duration:	2 ms		Content: Europe eve 853810 40
     [java] Duration:	2 ms		Content: Europe gary 657482 30
     [java] Duration:	6 ms		Content: Europe carol 759895 40
     [java] Duration:	2 ms		Content: Europe eve 16944 55
     [java] Duration:	2 ms		Content: Europe eve 667710 59
     [java] Duration:	2 ms		Content: Europe eve 935778 36
     [java] Duration:	2 ms		Content: Europe gary 412497 31
     [java] Duration:	2 ms		Content: Europe eve 86705 34
     [java] Duration:	2 ms		Content: Europe eve 812152 30
     [java] Duration:	2 ms		Content: Europe eve 31999 56
     [java] Duration:	3 ms		Content: Europe carol 731118 34
     [java] Duration:	2 ms		Content: Europe eve 917741 34
     [java] Duration:	2 ms		Content: Europe carol 204420 52
     [java] Duration:	2 ms		Content: Europe gary 501463 45
     [java] Duration:	2 ms		Content: Europe carol 847348 40
     [java] Duration:	2 ms		Content: Europe gary 929698 41
     [java] Duration:	2 ms		Content: Europe carol 629384 46
     [java] Duration:	2 ms		Content: Europe alice 384423 46
     [java] Duration:	2 ms		Content: Europe alice 245997 38
     [java] Duration:	2 ms		Content: Europe eve 276153 41
     [java] Duration:	2 ms		Content: Europe gary 782883 54
     [java] Duration:	2 ms		Content: Europe alice 812472 38
     [java] Duration:	2 ms		Content: Europe eve 328661 48
     [java] Duration:	2 ms		Content: Europe alice 612628 57
     [java] Duration:	2 ms		Content: Europe gary 12383 35
     [java] Duration:	2 ms		Content: Europe carol 673247 31
     [java] Duration:	4 ms		Content: Europe carol 599723 56
     [java] Duration:	2 ms		Content: Europe gary 107807 58
     [java] Duration:	3 ms		Content: Europe carol 962866 48
     [java] Duration:	2 ms		Content: Europe alice 542419 39
     [java] Duration:	2 ms		Content: Europe alice 852850 39
     [java] Duration:	3 ms		Content: Europe carol 635395 49
     [java] Duration:	2 ms		Content: Europe carol 13403 36
     [java] Duration:	2 ms		Content: Europe carol 191468 54
     [java] Duration:	2 ms		Content: Europe eve 653751 32
     [java] Duration:	6 ms		Content: Europe gary 950150 42
     [java] Duration:	2 ms		Content: Europe alice 733061 43
     [java] Duration:	2 ms		Content: Europe alice 182411 44
     [java] Duration:	2 ms		Content: Europe gary 727879 30
     [java] Duration:	3 ms		Content: Europe carol 827327 51
     [java] Duration:	2 ms		Content: Europe carol 267128 42
     [java] Duration:	2 ms		Content: Europe alice 527969 36
     [java] Duration:	2 ms		Content: Europe eve 378323 33
     [java] Duration:	2 ms		Content: Europe eve 926598 45
     [java] Duration:	2 ms		Content: Europe carol 137107 39
     [java] Duration:	2 ms		Content: Europe eve 169049 48
     [java] Duration:	2 ms		Content: Europe gary 526427 44
     [java] Duration:	2 ms		Content: Europe eve 502009 49
     [java] Duration:	2 ms		Content: Europe eve 666194 36
     [java] Duration:	2 ms		Content: Europe alice 780378 47
     [java] Duration:	2 ms		Content: Europe alice 132035 57
     [java] Duration:	2 ms		Content: Europe gary 281296 56
     [java] Duration:	3 ms		Content: Europe carol 528515 51
     [java] Duration:	2 ms		Content: Europe alice 394028 44
     [java] Duration:	2 ms		Content: Europe carol 764045 58
     [java] Duration:	2 ms		Content: Europe gary 568098 48
     [java] Duration:	2 ms		Content: Europe eve 555965 42
     [java] Duration:	2 ms		Content: Europe carol 815562 48
     [java] Duration:	2 ms		Content: Europe gary 793554 35
     [java] Duration:	2 ms		Content: Europe eve 545046 56
     [java] Duration:	2 ms		Content: Europe gary 108361 47
     [java] Duration:	2 ms		Content: Europe carol 359915 38
     [java] Duration:	2 ms		Content: Europe eve 114568 51
     [java] Duration:	2 ms		Content: Europe eve 668271 34
     [java] Duration:	4 ms		Content: Europe carol 19674 48
     [java] Duration:	2 ms		Content: Europe carol 529686 50
     [java] Duration:	2 ms		Content: Europe carol 731627 40
     [java] Duration:	2 ms		Content: Europe gary 289856 35
     [java] Duration:	2 ms		Content: Europe eve 505013 30
     [java] Duration:	2 ms		Content: Europe carol 894352 59
     [java] Duration:	2 ms		Content: Europe alice 252217 47
     [java] Duration:	2 ms		Content: Europe gary 99556 43
     [java] Duration:	2 ms		Content: Europe gary 670355 36
     [java] Duration:	2 ms		Content: Europe alice 878467 55
     [java] Duration:	6 ms		Content: Europe gary 30766 43
     [java] Duration:	2 ms		Content: Europe carol 1014119 37
     [java] Duration:	2 ms		Content: Europe alice 953925 49
     [java] Duration:	2 ms		Content: Europe alice 643637 37
     [java] Duration:	2 ms		Content: Europe eve 731314 57
     [java] Duration:	2 ms		Content: Europe gary 95432 46
     [java] Duration:	2 ms		Content: Europe eve 634950 42
     [java] Duration:	2 ms		Content: Europe gary 480696 31
     [java] Duration:	2 ms		Content: Europe eve 612553 58
     [java] Duration:	2 ms		Content: Europe carol 935140 31
     [java] Duration:	2 ms		Content: Europe eve 25516 49
     [java] Duration:	2 ms		Content: Europe carol 236653 36
     [java] Duration:	2 ms		Content: Europe gary 177735 51
     [java] Duration:	2 ms		Content: Europe eve 529129 48
     [java] Duration:	2 ms		Content: Europe gary 31639 55
     [java] Duration:	2 ms		Content: Europe carol 661963 52
     [java] Duration:	6 ms		Content: Europe eve 15388 39
     [java] Duration:	2 ms		Content: Europe eve 325585 48
     [java] Duration:	2 ms		Content: Europe eve 835299 30
     [java] Duration:	2 ms		Content: Europe eve 641106 50
     [java] Duration:	2 ms		Content: Europe gary 467928 44
     [java] Duration:	2 ms		Content: Europe alice 908546 48
     [java] Duration:	2 ms		Content: Europe carol 560443 44
     [java] Duration:	2 ms		Content: Europe alice 111651 50
     [java] Duration:	2 ms		Content: Europe gary 889823 54
     [java] Duration:	2 ms		Content: Europe carol 694641 43
     [java] Duration:	3 ms		Content: Europe carol 798886 36
     [java] Duration:	2 ms		Content: Europe gary 3491 46
     [java] Duration:	2 ms		Content: Europe eve 377373 41
     [java] Duration:	2 ms		Content: Europe alice 198823 36
     [java] Duration:	2 ms		Content: Europe carol 707232 33
     [java] Duration:	2 ms		Content: Europe carol 558252 41
     [java] Duration:	2 ms		Content: Europe carol 215116 37
     [java] Duration:	2 ms		Content: Europe carol 480963 30
     [java] Duration:	2 ms		Content: Europe gary 1034047 41
     [java] Duration:	2 ms		Content: Europe gary 646223 30
     [java] Duration:	2 ms		Content: Europe carol 42456 41
     [java] Duration:	4 ms		Content: Europe alice 200486 48
     [java] Duration:	2 ms		Content: Europe eve 927829 41
     [java] Duration:	2 ms		Content: Europe gary 787862 30
     [java] Duration:	24 ms		Content: Europe eve 997390 37
     [java] Duration:	2 ms		Content: Europe carol 689848 57
     [java] Duration:	2 ms		Content: Europe eve 524673 36
     [java] Duration:	2 ms		Content: Europe eve 286938 34
     [java] Duration:	2 ms		Content: Europe eve 57289 59
     [java] Duration:	2 ms		Content: Europe alice 500391 59
     [java] Duration:	2 ms		Content: Europe gary 137481 34
     [java] Duration:	2 ms		Content: Europe gary 953644 50
     [java] Duration:	2 ms		Content: Europe carol 684024 51
     [java] Duration:	2 ms		Content: Europe carol 468319 37
     [java] Duration:	2 ms		Content: Europe carol 951242 48
     [java] Duration:	2 ms		Content: Europe eve 503786 53
     [java] Duration:	2 ms		Content: Europe eve 192080 46
     [java] Duration:	2 ms		Content: Europe eve 702708 37
     [java] Duration:	2 ms		Content: Europe alice 176398 32
     [java] Duration:	3 ms		Content: Europe carol 483324 34
     [java] Duration:	2 ms		Content: Europe gary 752446 54
     [java] Duration:	2 ms		Content: Europe alice 312422 34
     [java] Duration:	2 ms		Content: Europe alice 583928 51
     [java] Duration:	2 ms		Content: Europe gary 795754 58
     [java] Duration:	2 ms		Content: Europe gary 783235 47
     [java] Duration:	2 ms		Content: Europe carol 220245 54
     [java] Duration:	2 ms		Content: Europe carol 242230 49
     [java] Duration:	2 ms		Content: Europe alice 934084 55
     [java] Duration:	2 ms		Content: Europe eve 680243 56
     [java] Duration:	2 ms		Content: Europe gary 1028953 59
     [java] Duration:	2 ms		Content: Europe carol 105765 57
     [java] Duration:	2 ms		Content: Europe eve 499610 46
     [java] Duration:	4 ms		Content: Europe gary 536254 45
     [java] Duration:	2 ms		Content: Europe eve 685769 41
     [java] Duration:	2 ms		Content: Europe carol 133097 31
     [java] Duration:	2 ms		Content: Europe alice 331652 59
     [java] Duration:	2 ms		Content: Europe eve 301393 52
     [java] Duration:	2 ms		Content: Europe eve 878074 42
     [java] Duration:	2 ms		Content: Europe gary 377878 48
     [java] Duration:	2 ms		Content: Europe gary 949881 56
     [java] Duration:	2 ms		Content: Europe alice 306279 49
     [java] Duration:	2 ms		Content: Europe gary 774156 34
     [java] Duration:	2 ms		Content: Europe alice 69470 57
     [java] Duration:	2 ms		Content: Europe eve 60685 50
     [java] Duration:	2 ms		Content: Europe alice 422523 47
     [java] Duration:	2 ms		Content: Europe eve 123661 49
     [java] Duration:	2 ms		Content: Europe eve 311604 52
     [java] Duration:	2 ms		Content: Europe alice 900048 35
     [java] Duration:	2 ms		Content: Europe eve 463583 38
     [java] Duration:	2 ms		Content: Europe alice 260813 42
     [java] Duration:	2 ms		Content: Europe eve 154577 32
     [java] Duration:	2 ms		Content: Europe gary 834673 47
     [java] Duration:	2 ms		Content: Europe alice 925266 58
     [java] Duration:	2 ms		Content: Europe carol 543235 59
     [java] Duration:	2 ms		Content: Europe alice 461552 30
     [java] Duration:	2 ms		Content: Europe alice 973410 38
     [java] Duration:	2 ms		Content: Europe alice 452471 30
     [java] Duration:	2 ms		Content: Europe eve 913758 39
     [java] Duration:	2 ms		Content: Europe eve 227983 53
     [java] Duration:	2 ms		Content: Europe gary 49079 57
     [java] Duration:	2 ms		Content: Europe alice 181634 52
     [java] Duration:	2 ms		Content: Europe eve 213468 45
     [java] Duration:	2 ms		Content: Europe gary 427896 51
     [java] Duration:	2 ms		Content: Europe carol 185977 53
     [java] Duration:	2 ms		Content: Europe eve 760395 50
     [java] Duration:	2 ms		Content: Europe eve 697951 30
     [java] Duration:	2 ms		Content: Europe gary 888519 52
     [java] Duration:	2 ms		Content: Europe gary 422189 41
     [java] Duration:	2 ms		Content: Europe alice 507360 52
     [java] Duration:	2 ms		Content: Europe gary 681885 37
     [java] Duration:	2 ms		Content: Europe gary 181400 32
     [java] Duration:	2 ms		Content: Europe carol 1016406 33
     [java] Duration:	2 ms		Content: Europe carol 138204 35
     [java] Duration:	2 ms		Content: Europe carol 643488 42
     [java] Duration:	2 ms		Content: Europe carol 422133 59
     [java] Duration:	2 ms		Content: Europe alice 302779 45
     [java] Duration:	2 ms		Content: Europe carol 601922 45
     [java] Duration:	2 ms		Content: Europe gary 497352 41
     [java] Duration:	2 ms		Content: Europe eve 454820 32
     [java] Duration:	2 ms		Content: Europe alice 677058 54
     [java] Duration:	2 ms		Content: Europe eve 766809 32
     [java] Duration:	2 ms		Content: Europe gary 902590 36
     [java] Duration:	2 ms		Content: Europe gary 676295 36
     [java] Duration:	2 ms		Content: Europe carol 929949 45
     [java] Duration:	3 ms		Content: Europe carol 796644 56
     [java] Duration:	2 ms		Content: Europe eve 141862 53
     [java] Duration:	2 ms		Content: Europe gary 953943 49
     [java] Duration:	2 ms		Content: Europe alice 841022 33
     [java] Duration:	2 ms		Content: Europe gary 409697 53
     [java] Duration:	2 ms		Content: Europe gary 794295 35
     [java] Duration:	2 ms		Content: Europe gary 1029220 47
     [java] Duration:	2 ms		Content: Europe carol 387280 57
     [java] Duration:	2 ms		Content: Europe carol 21835 54
     [java] Duration:	2 ms		Content: Europe gary 989005 55
     [java] Duration:	2 ms		Content: Europe gary 553334 58
     [java] Duration:	2 ms		Content: Europe alice 95515 46
     [java] Duration:	2 ms		Content: Europe gary 788280 56
     [java] Duration:	3 ms		Content: Europe gary 695797 42
     [java] Duration:	2 ms		Content: Europe carol 387053 41
     [java] Duration:	2 ms		Content: Europe eve 707764 40
     [java] Duration:	3 ms		Content: Europe carol 871032 52
     [java] Duration:	2 ms		Content: Europe eve 199486 49
     [java] Duration:	2 ms		Content: Europe gary 370214 35
     [java] Duration:	2 ms		Content: Europe alice 772323 47
     [java] Duration:	2 ms		Content: Europe eve 432691 58
     [java] Duration:	2 ms		Content: Europe alice 691230 45
     [java] Duration:	2 ms		Content: Europe alice 1047580 41
     [java] Duration:	2 ms		Content: Europe eve 773658 34
     [java] Duration:	2 ms		Content: Europe eve 553041 49
     [java] Duration:	2 ms		Content: Europe carol 488062 46
     [java] Duration:	2 ms		Content: Europe carol 751820 58
     [java] Duration:	2 ms		Content: Europe alice 309626 38
     [java] Duration:	4 ms		Content: Europe eve 878420 59
     [java] Duration:	2 ms		Content: Europe carol 883974 58
     [java] Duration:	2 ms		Content: Europe alice 229599 36
     [java] Duration:	2 ms		Content: Europe eve 372038 50
     [java] Duration:	2 ms		Content: Europe eve 749853 30
     [java] Duration:	3 ms		Content: Europe gary 301826 50
     [java] Duration:	2 ms		Content: Europe eve 321629 50
     [java] Duration:	2 ms		Content: Europe gary 682057 46
     [java] Duration:	2 ms		Content: Europe alice 320738 55
     [java] Duration:	2 ms		Content: Europe eve 808503 43
     [java] Duration:	2 ms		Content: Europe gary 734417 37
     [java] Duration:	2 ms		Content: Europe eve 782624 47
     [java] Duration:	2 ms		Content: Europe carol 336890 42
     [java] Duration:	2 ms		Content: Europe alice 123486 55
     [java] Duration:	2 ms		Content: Europe eve 24827 41
     [java] Duration:	2 ms		Content: Europe eve 796126 31
     [java] Duration:	2 ms		Content: Europe gary 1002480 55
     [java] Duration:	2 ms		Content: Europe carol 851029 55
     [java] Duration:	2 ms		Content: Europe carol 662130 51
     [java] Duration:	2 ms		Content: Europe carol 341785 33
     [java] Duration:	2 ms		Content: Europe eve 569637 40
     [java] Duration:	3 ms		Content: Europe alice 599683 45
     [java] Duration:	2 ms		Content: Europe carol 176309 39
     [java] Duration:	3 ms		Content: Europe eve 327258 49
     [java] Duration:	2 ms		Content: Europe alice 738207 56
     [java] Duration:	2 ms		Content: Europe gary 790483 59
     [java] Duration:	2 ms		Content: Europe alice 737267 57
     [java] Duration:	2 ms		Content: Europe alice 262142 42
     [java] Duration:	2 ms		Content: Europe carol 1039346 36
     [java] Duration:	2 ms		Content: Europe eve 291709 45
     [java] Duration:	2 ms		Content: Europe gary 1031272 56
     [java] Duration:	2 ms		Content: Europe gary 197394 38
     [java] Duration:	2 ms		Content: Europe alice 513034 47
     [java] Duration:	2 ms		Content: Europe alice 959825 56
     [java] Duration:	2 ms		Content: Europe gary 907664 41
     [java] Duration:	2 ms		Content: Europe eve 1016635 48
     [java] Duration:	2 ms		Content: Europe alice 922469 32
     [java] Duration:	2 ms		Content: Europe carol 273541 40
     [java] Duration:	2 ms		Content: Europe eve 822902 42
     [java] Duration:	2 ms		Content: Europe carol 433346 58
     [java] Duration:	2 ms		Content: Europe carol 1010617 32
     [java] Duration:	2 ms		Content: Europe eve 256508 41
     [java] Duration:	2 ms		Content: Europe alice 270900 40
     [java] Duration:	2 ms		Content: Europe gary 259543 37
